EVENT_ID,COUNTY_NAME,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,CZ_TIMEZONE,CZ_FIPS,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,YEAR
564702,JEFFERSON CO.,SMYRNA,2015-04-03,0348,EST-5,111,SMYRNA,2015-04-03,0348,38.15,-85.66,38.1536,-85.6547,2015
564703,JEFFERSON CO.,NEWBURG,2015-04-03,0354,EST-5,111,NEWBURG,2015-04-03,0354,38.16,-85.7,38.1633,-85.6969,2015
564704,ANDERSON CO.,LAWRENCEBURG,2015-04-03,0400,EST-5,5,LAWRENCEBURG,2015-04-03,0400,38.0229,-84.8866,38.0243,-84.8836,2015
564706,SPENCER CO.,ELK CREEK,2015-04-03,0400,EST-5,215,ELK CREEK,2015-04-03,0400,38.0994,-85.3742,38.1038,-85.3727,2015
564705,JEFFERSON CO.,LOUISVILLE,2015-04-03,0400,EST-5,111,LOUISVILLE,2015-04-03,0400,38.23,-85.78,38.2296,-85.7792,2015
564707,JEFFERSON CO.,AUDUBON PARK,2015-04-03,0427,EST-5,111,AUDUBON PARK,2015-04-03,0427,38.2238,-85.7295,38.2257,-85.7293,2015
566660,POWELL CO.,WALTERSVILLE,2015-04-03,0430,EST-5,197,WALTERSVILLE,2015-04-03,0645,37.86,-83.93,37.8498,-83.935,2015
564708,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,2015-04-03,0522,EST-5,111,(LOU)BOWMAN FLD LOUI,2015-04-03,0522,38.21,-85.67,38.2107,-85.6669,2015
566661,WOLFE CO.,BETHANY,2015-04-03,0525,EST-5,237,BETHANY,2015-04-03,0625,37.65,-83.47,37.6545,-83.4682,2015
566663,ESTILL CO.,PRYSE,2015-04-03,0545,EST-5,65,PRYSE,2015-04-03,0830,37.6892,-83.8588,37.6886,-83.8589,2015
566666,ESTILL CO.,NORTH IRVINE,2015-04-03,0545,EST-5,65,NORTH IRVINE,2015-04-03,0830,37.7374,-83.9628,37.7396,-83.9607,2015
566669,POWELL CO.,NATURAL BRIDGE,2015-04-03,0545,EST-5,197,NATURAL BRIDGE,2015-04-03,0645,37.77,-83.68,37.7749,-83.6803,2015
566664,ESTILL CO.,CRYSTAL,2015-04-03,0545,EST-5,65,CRYSTAL,2015-04-03,0830,37.66,-83.83,37.66,-83.8258,2015
566673,LEE CO.,PRIMROSE,2015-04-03,0605,EST-5,129,PRIMROSE,2015-04-03,0830,37.6,-83.61,37.5889,-83.6125,2015
566675,MAGOFFIN CO.,FORAKER,2015-04-03,0630,EST-5,153,FORAKER,2015-04-03,1119,37.66,-83.15,37.6562,-83.1394,2015
566683,BREATHITT CO.,LAWSON,2015-04-03,0645,EST-5,25,LAWSON,2015-04-03,0922,37.6,-83.46,37.6061,-83.4631,2015
566685,BREATHITT CO.,OAKDALE,2015-04-03,0655,EST-5,25,OAKDALE,2015-04-03,0923,37.57,-83.51,37.5691,-83.5373,2015
566698,FLOYD CO.,BONANZA,2015-04-03,0715,EST-5,71,BONANZA,2015-04-03,1119,37.69,-82.86,37.702,-82.8531,2015
566699,FLOYD CO.,RISNER,2015-04-03,0730,EST-5,71,RISNER,2015-04-03,1119,37.57,-82.83,37.5764,-82.8177,2015
566700,WOLFE CO.,LEE CITY,2015-04-03,0730,EST-5,237,LEE CITY,2015-04-03,0922,37.74,-83.33,37.7475,-83.3348,2015
566701,ESTILL CO.,IRVINE,2015-04-03,0750,EST-5,65,IRVINE,2015-04-03,0923,37.71,-83.97,37.7072,-83.9716,2015
566703,JACKSON CO.,CLOVER BOTTOM,2015-04-03,0757,EST-5,109,EGLON,2015-04-03,0923,37.49,-84.12,37.4796,-84.1189,2015
566704,JACKSON CO.,CLOVER BOTTOM,2015-04-03,0807,EST-5,109,CLOVER BOTTOM,2015-04-03,0923,37.48,-84.13,37.4879,-84.13,2015
566747,ESTILL CO.,CRYSTAL,2015-04-03,0830,EST-5,65,SHADE,2015-04-03,0922,37.6598,-83.8171,37.6219,-83.8216,2015
566706,FLOYD CO.,BONANZA,2015-04-03,0830,EST-5,71,BONANZA,2015-04-03,0923,37.69,-82.86,37.695,-82.861,2015
566707,OWSLEY CO.,BOONEVILLE,2015-04-03,0845,EST-5,189,BOONEVILLE,2015-04-03,0923,37.48,-83.65,37.4798,-83.6591,2015
564709,BRECKINRIDGE CO.,HARDINSBURG ARPT,2015-04-03,0848,CST-6,27,HARDINSBURG ARPT,2015-04-03,0848,37.8162,-86.4244,37.8165,-86.4211,2015
564714,OHIO CO.,BELLS RUN,2015-04-03,0848,CST-6,183,BELLS RUN,2015-04-03,0848,37.6028,-86.9142,37.5977,-86.9093,2015
566717,PIKE CO.,KIMPER,2015-04-03,0900,EST-5,195,KIMPER,2015-04-03,1119,37.49,-82.36,37.4772,-82.3578,2015
569334,FLOYD CO.,PRESTONSBURG,2015-04-03,0900,EST-5,71,CLIFF,2015-04-03,0930,37.67,-82.78,37.681,-82.7816,2015
566716,PIKE CO.,PIKEVILLE,2015-04-03,0900,EST-5,195,SHELBIANA,2015-04-03,1119,37.47,-82.5,37.449,-82.4929,2015
564712,JEFFERSON CO.,PLEASURE RIDGE PARK,2015-04-03,0948,EST-5,111,SOUTH PARK,2015-04-03,0948,38.1493,-85.7667,38.1222,-85.7504,2015
564711,FAYETTE CO.,LEXINGTON,2015-04-03,0948,EST-5,67,LEXINGTON,2015-04-03,0948,38.0426,-84.512,38.0413,-84.5115,2015
564710,BULLITT CO.,BARRALLTON,2015-04-03,0948,EST-5,29,BARRALLTON,2015-04-03,0948,38.0305,-85.8091,38.0294,-85.8081,2015
564716,SPENCER CO.,ELK CREEK,2015-04-03,0948,EST-5,215,ELK CREEK,2015-04-03,0948,38.1023,-85.3699,38.1036,-85.3669,2015
564715,SHELBY CO.,SHELBYVILLE,2015-04-03,0948,EST-5,211,SNOW HILL,2015-04-03,0948,38.22,-85.23,38.2207,-85.2243,2015
564713,MADISON CO.,WHITE HALL,2015-04-03,0948,EST-5,151,WHITE HALL,2015-04-03,0948,37.8217,-84.3291,37.8221,-84.3252,2015
569325,KNOTT CO.,MOUSIE,2015-04-03,1100,EST-5,119,MOUSIE,2015-04-03,1145,37.4467,-82.8661,37.4247,-82.885,2015
569329,PIKE CO.,PIKEVILLE,2015-04-03,1100,EST-5,195,MOSSY BOTTOM,2015-04-03,1115,37.5312,-82.5845,37.5261,-82.579,2015
564720,TRIMBLE CO.,MONITOR,2015-04-03,1153,EST-5,223,MONITOR,2015-04-03,1153,38.6076,-85.2676,38.6049,-85.2635,2015
564718,MEADE CO.,HAYSVILLE,2015-04-03,1153,EST-5,163,PAYNEVILLE,2015-04-03,1153,37.926,-86.3098,37.9299,-86.3047,2015
564717,LINCOLN CO.,WAYNESBURG,2015-04-03,1153,EST-5,137,WAYNESBURG,2015-04-03,1153,37.2242,-84.7511,37.2317,-84.7558,2015
564719,OLDHAM CO.,CENTERFIELD,2015-04-03,1153,EST-5,185,WORTH,2015-04-03,1153,38.3549,-85.3913,38.3563,-85.3879,2015
564721,FRANKLIN CO.,PEAKS MILL,2015-04-03,1306,EST-5,73,PEAKS MILL,2015-04-03,1306,38.3075,-84.8295,38.307,-84.8171,2015
566719,BATH CO.,SALT LICK,2015-04-03,1630,EST-5,11,SALT LICK,2015-04-03,2330,38.11,-83.63,38.087,-83.6317,2015
566720,BATH CO.,OWINGSVILLE,2015-04-03,1658,EST-5,11,KENDALL SPGS,2015-04-03,2330,38.14,-83.76,38.1201,-83.7656,2015
566721,MONTGOMERY CO.,MT STERLING,2015-04-03,1701,EST-5,173,MT STERLING,2015-04-03,2330,38.06,-83.95,38.0338,-83.9507,2015
566725,ROWAN CO.,MOREHEAD,2015-04-03,1705,EST-5,205,BRADY,2015-04-03,2330,38.19,-83.44,38.1717,-83.4451,2015
566727,MONTGOMERY CO.,EWINGTON,2015-04-03,1708,EST-5,173,MT STERLING,2015-04-03,2330,38.06,-83.89,38.0411,-83.9101,2015
566726,ELLIOTT CO.,BRUIN,2015-04-03,1708,EST-5,63,BRUIN,2015-04-03,2330,38.19,-83.02,38.1856,-83.0245,2015
558324,LAWRENCE CO.,WEBBVILLE,2015-04-03,1745,EST-5,127,MARTHA,2015-04-03,2100,38.18,-82.87,38.0,-82.92,2015
569343,KNOX CO.,CAMP GROUNDS,2015-04-07,0845,EST-5,121,MOORE HILL,2015-04-07,1121,36.9531,-84.0894,36.9517,-84.0885,2015
569346,KNOX CO.,BARBOURVILLE,2015-04-07,0910,EST-5,121,BOONE HGTS,2015-04-07,1010,36.8685,-83.8859,36.8654,-83.8544,2015
569347,KNOX CO.,BOONE HGTS,2015-04-07,1028,EST-5,121,BOONE HGTS,2015-04-07,1058,36.8605,-83.8512,36.857,-83.8423,2015
564734,FRANKLIN CO.,HARVIELAND,2015-04-07,1745,EST-5,73,OTTUSVILLE,2015-04-07,1745,38.28,-84.87,38.2832,-84.8671,2015
569335,ESTILL CO.,IRVINE,2015-04-07,1850,EST-5,65,SOUTH IRVINE,2015-04-07,1930,37.7,-83.97,37.6681,-83.9754,2015
569336,ESTILL CO.,RAVENNA,2015-04-07,1910,EST-5,65,RAVENNA,2015-04-07,1940,37.69,-83.95,37.6803,-83.938,2015
569337,ESTILL CO.,IRVINE,2015-04-07,1944,EST-5,65,STATION CAMP,2015-04-07,2044,37.7,-83.97,37.6627,-83.9637,2015
569338,ESTILL CO.,RAVENNA,2015-04-07,1959,EST-5,65,MILLERS CREEK,2015-04-07,2030,37.69,-83.93,37.6864,-83.907,2015
565631,OWEN CO.,NEW,2015-04-08,1700,EST-5,187,TRUESVILLE,2015-04-08,1900,38.47,-84.84,38.37,-84.84,2015
570937,TODD CO.,NORTH ZION,2015-05-17,1552,CST-6,219,PEA RIDGE,2015-05-17,1700,36.7639,-87.1357,36.8599,-87.101,2015
570936,CHRISTIAN CO.,PEMBROKE,2015-05-17,1555,CST-6,47,PEMBROKE,2015-05-17,1700,36.7571,-87.3715,36.7936,-87.3866,2015
582701,PIKE CO.,ROBINSON CREEK,2015-06-03,1810,EST-5,195,PENNY,2015-06-03,2000,37.39,-82.56,37.379,-82.564,2015
575804,JEFFERSON CO.,LOUISVILLE,2015-06-18,1718,EST-5,111,LOUISVILLE,2015-06-18,1718,38.21,-85.76,38.2114,-85.7628,2015
575808,SCOTT CO.,GREAT CROSSING,2015-06-18,1736,EST-5,209,GREAT CROSSING,2015-06-18,1736,38.25,-84.59,38.2509,-84.5883,2015
579525,DAVIESS CO.,OWENSBORO,2015-06-21,2014,CST-6,59,OWENSBORO,2015-06-21,2215,37.7789,-87.0838,37.7859,-87.1381,2015
576534,JEFFERSON CO.,MEADOW LAWN,2015-06-26,0024,EST-5,111,MEADOW LAWN,2015-06-26,0024,38.05,-85.9,38.0558,-85.8938,2015
576536,MADISON CO.,BUGGYTOWN,2015-06-26,0206,EST-5,151,BUGGYTOWN,2015-06-26,0206,37.61,-84.4,37.6096,-84.3969,2015
576537,MADISON CO.,MIDDLETOWN,2015-06-26,0210,EST-5,151,ASBURY,2015-06-26,0210,37.58,-84.29,37.5737,-84.2976,2015
576538,GARRARD CO.,COY,2015-06-26,0300,EST-5,79,COY,2015-06-26,0300,37.7,-84.53,37.7073,-84.527,2015
579552,CARLISLE CO.,CUNNINGHAM,2015-06-26,1400,CST-6,39,MAGEE SPGS,2015-06-26,1500,36.92,-88.87,36.923,-88.9501,2015
579557,GRAVES CO.,WEST VIOLA,2015-06-26,1430,CST-6,83,HICKORY,2015-06-26,1624,36.8324,-88.6765,36.7768,-88.6659,2015
579554,HICKMAN CO.,SOUTH COLUMBUS,2015-06-26,1505,CST-6,105,OAKTON,2015-06-26,1615,36.7526,-89.0857,36.7158,-89.0607,2015
574805,GREENUP CO.,GREENUP,2015-06-29,1750,EST-5,89,LOAD,2015-06-29,1850,38.5711,-82.8333,38.5664,-82.9735,2015
583509,PULASKI CO.,FAUBUSH,2015-07-01,1915,EST-5,199,FAUBUSH,2015-07-01,2200,37.0713,-84.8088,37.0606,-84.8092,2015
583510,PULASKI CO.,BOURBON,2015-07-01,2015,EST-5,199,SHEPOLA,2015-07-01,2306,37.0535,-84.6104,37.0595,-84.6717,2015
583512,JACKSON CO.,ANNVILLE,2015-07-01,2120,EST-5,109,ANNVILLE,2015-07-01,2300,37.32,-83.96,37.3207,-83.9603,2015
583635,BUTLER CO.,REGION,2015-07-02,1451,CST-6,31,REGION,2015-07-02,1451,37.2462,-86.4329,37.2462,-86.4379,2015
583637,BARREN CO.,HAYWOOD,2015-07-02,1514,CST-6,9,HAYWOOD,2015-07-02,1514,36.97,-85.96,36.9756,-85.9697,2015
583638,BARREN CO.,LECTA,2015-07-02,1608,CST-6,9,LECTA,2015-07-02,1608,37.0101,-85.8804,37.0163,-85.8644,2015
583639,BARREN CO.,GLASGOW,2015-07-02,1620,CST-6,9,GLASGOW,2015-07-02,1620,36.9669,-85.9136,36.9673,-85.9111,2015
583526,MONTGOMERY CO.,MT STERLING,2015-07-02,1715,EST-5,173,REID VLG,2015-07-02,1925,38.06,-83.96,38.0535,-83.9718,2015
583569,LAUREL CO.,LONDON,2015-07-02,2323,EST-5,125,LONDON,2015-07-03,0115,37.1338,-84.0759,37.1332,-84.0756,2015
583547,POWELL CO.,WALTERSVILLE,2015-07-03,0412,EST-5,197,VIRDEN,2015-07-03,0600,37.8502,-83.9424,37.8736,-83.9555,2015
583553,LAUREL CO.,LONDON,2015-07-03,1025,EST-5,125,LONDON,2015-07-03,1315,37.13,-84.08,37.1406,-84.0834,2015
583640,TAYLOR CO.,CAMPBELLSVILLE,2015-07-03,1050,EST-5,217,CAMPBELLSVILLE ARPT,2015-07-03,1050,37.3382,-85.3434,37.3472,-85.3281,2015
583556,LAUREL CO.,PINE GROVE,2015-07-03,1204,EST-5,125,PINE GROVE,2015-07-03,1315,37.083,-84.1066,37.0816,-84.1069,2015
583559,POWELL CO.,WALTERSVILLE,2015-07-03,1318,EST-5,197,VIRDEN,2015-07-03,1545,37.8821,-83.9275,37.8966,-83.925,2015
583560,MONTGOMERY CO.,LUCKY STOP,2015-07-03,1325,EST-5,173,LUCKY STOP,2015-07-03,1545,37.97,-83.83,37.9682,-83.8314,2015
583641,BUTLER CO.,REGION,2015-07-03,1444,CST-6,31,REGION,2015-07-03,1444,37.23,-86.45,37.248,-86.4454,2015
583642,EDMONSON CO.,BROWNSVILLE,2015-07-03,1513,CST-6,61,BROWNSVILLE,2015-07-03,1513,37.19,-86.26,37.2074,-86.2574,2015
583643,FAYETTE CO.,LEXINGTON,2015-07-03,1537,EST-5,67,LEXINGTON,2015-07-03,1537,38.0472,-84.4672,38.0647,-84.4873,2015
588933,CHRISTIAN CO.,POD,2015-07-03,1545,CST-6,47,ERA,2015-07-03,1655,37.0925,-87.5899,37.024,-87.5926,2015
583644,FAYETTE CO.,SOUTH ELKHORN,2015-07-03,1549,EST-5,67,SOUTH ELKHORN,2015-07-03,1549,37.9881,-84.5839,38.0021,-84.5851,2015
583645,MERCER CO.,HARRODSBURG,2015-07-03,1616,EST-5,167,HARRODSBURG,2015-07-03,1616,37.7572,-84.8539,37.7594,-84.8538,2015
583646,LARUE CO.,HODGENVILLE,2015-07-03,1643,EST-5,123,HODGENVILLE,2015-07-03,1643,37.57,-85.74,37.5813,-85.7493,2015
583647,LARUE CO.,HODGENVILLE,2015-07-03,1740,EST-5,123,HODGENVILLE,2015-07-03,1740,37.5733,-85.7515,37.5774,-85.751,2015
575665,CARTER CO.,UPPER TYGART,2015-07-03,1800,EST-5,43,OLIVE HILL,2015-07-03,2000,38.3,-83.28,38.2878,-83.1535,2015
588935,DAVIESS CO.,MOSELEYVILLE,2015-07-03,1830,CST-6,59,PANTHER,2015-07-03,2130,37.67,-87.2,37.6113,-87.1976,2015
585376,BRECKINRIDGE CO.,HARDINSBURG ARPT,2015-07-03,1844,CST-6,27,HARDINSBURG ARPT,2015-07-03,1844,37.81,-86.44,37.8106,-86.4504,2015
585379,OHIO CO.,HARTFORD,2015-07-03,1857,CST-6,183,HARTFORD,2015-07-03,1857,37.45,-86.89,37.4465,-86.9116,2015
583564,LAUREL CO.,TUTTLE,2015-07-03,2049,EST-5,125,TUTTLE,2015-07-03,2315,37.0313,-83.9555,37.0143,-83.9575,2015
583834,PULASKI CO.,ACORN,2015-07-04,2350,EST-5,199,ACORN,2015-07-05,0130,37.12,-84.37,37.1343,-84.3709,2015
583839,WHITLEY CO.,BARTON,2015-07-05,0220,EST-5,235,BARTON,2015-07-05,0530,36.92,-84.13,36.9124,-84.1318,2015
581228,SIMPSON CO.,FRANKLIN,2015-07-05,0519,CST-6,213,FRANKLIN,2015-07-05,0519,36.73,-86.57,36.7351,-86.5565,2015
581230,SIMPSON CO.,BLACK JACK,2015-07-05,0600,CST-6,213,GOLD CITY,2015-07-05,0600,36.74,-86.49,36.7417,-86.4855,2015
581231,SIMPSON CO.,GOLD CITY,2015-07-05,0623,CST-6,213,GOLD CITY,2015-07-05,0623,36.7444,-86.4797,36.7464,-86.4728,2015
581232,SIMPSON CO.,FRANKLIN,2015-07-05,0747,CST-6,213,FRANKLIN,2015-07-05,0747,36.72,-86.54,36.7192,-86.5395,2015
581233,ALLEN CO.,HOLLAND,2015-07-05,0756,CST-6,3,MT ZION,2015-07-05,0756,36.7,-86.05,36.7019,-86.0377,2015
581235,ALLEN CO.,SCOTTSVILLE,2015-07-05,0800,CST-6,3,SCOTTSVILLE,2015-07-05,0800,36.75,-86.19,36.7533,-86.1975,2015
581236,ALLEN CO.,SCOTTSVILLE,2015-07-05,0800,CST-6,3,SCOTTSVILLE,2015-07-05,0800,36.76,-86.19,36.7599,-86.1865,2015
581238,ALLEN CO.,SCOTTSVILLE,2015-07-05,0821,CST-6,3,SCOTTSVILLE,2015-07-05,0821,36.77,-86.17,36.7744,-86.168,2015
581239,ALLEN CO.,SCOTTSVILLE,2015-07-05,0822,CST-6,3,SCOTTSVILLE,2015-07-05,0822,36.7253,-86.1875,36.7343,-86.1908,2015
583840,PIKE CO.,GREASY CREEK,2015-07-05,1425,EST-5,195,GREASY CREEK,2015-07-05,1500,37.36,-82.5,37.3621,-82.5061,2015
583841,BELL CO.,OAKS,2015-07-05,1840,EST-5,13,OAKS,2015-07-05,1930,36.72,-83.56,36.7178,-83.5594,2015
583842,JOHNSON CO.,LOWMANSVILLE,2015-07-05,2025,EST-5,115,SITKA,2015-07-05,2300,37.8965,-82.7337,37.8704,-82.8288,2015
583849,FLOYD CO.,BAYS BRANCH,2015-07-05,2120,EST-5,71,BONANZA,2015-07-05,2300,37.7169,-82.7998,37.6961,-82.8732,2015
588613,MCCRACKEN CO.,MELBER,2015-07-07,0450,CST-6,145,GRAHAMVILLE,2015-07-07,0800,36.95,-88.73,37.1429,-88.7407,2015
597503,WHITLEY CO.,SILER,2015-07-08,0800,EST-5,235,SILER,2015-07-08,0900,36.6957,-83.9703,36.7012,-83.959,2015
583853,WHITLEY CO.,NEVISDALE,2015-07-08,0800,EST-5,235,NEVISDALE,2015-07-08,0900,36.68,-84.05,36.6778,-84.0429,2015
597505,WHITLEY CO.,LOT,2015-07-08,0815,EST-5,235,LOT,2015-07-08,0900,36.6146,-84.0878,36.614,-84.0907,2015
587368,MCCRACKEN CO.,CAMMELIA,2015-07-09,0134,CST-6,145,LAMONT,2015-07-09,0400,36.9963,-88.8083,37.0475,-88.8238,2015
577453,GREENUP CO.,NAPLES,2015-07-10,1510,EST-5,89,KENWOOD,2015-07-10,1800,38.43,-82.77,38.5073,-82.6955,2015
581785,TRIMBLE CO.,BEDFORD,2015-07-12,0600,EST-5,223,BEDFORD,2015-07-12,0600,38.59,-85.32,38.5979,-85.3192,2015
581787,JEFFERSON CO.,INDIAN HILLS,2015-07-12,0615,EST-5,111,INDIAN HILLS,2015-07-12,0615,38.2703,-85.7013,38.2738,-85.703,2015
581788,OLDHAM CO.,PEWEE VLY,2015-07-12,0652,EST-5,185,CRESTWOOD,2015-07-12,0652,38.31,-85.49,38.3282,-85.474,2015
581789,SPENCER CO.,TAYLORSVILLE,2015-07-12,0710,EST-5,215,TAYLORSVILLE,2015-07-12,0710,38.03,-85.34,38.0266,-85.3393,2015
581791,JEFFERSON CO.,ST MATTHEWS,2015-07-12,0715,EST-5,111,LAKELAND,2015-07-12,0715,38.25,-85.64,38.2719,-85.579,2015
581793,OLDHAM CO.,FLOYDSBURG,2015-07-12,0716,EST-5,185,CRESTWOOD,2015-07-12,0716,38.3254,-85.4539,38.3314,-85.4558,2015
581797,JEFFERSON CO.,INDIAN HILLS,2015-07-12,0723,EST-5,111,INDIAN HILLS,2015-07-12,0723,38.2713,-85.6546,38.28,-85.6408,2015
581799,JEFFERSON CO.,ST REGIS PARK,2015-07-12,0743,EST-5,111,RICHLAWN,2015-07-12,0743,38.2289,-85.5698,38.247,-85.5737,2015
581801,JEFFERSON CO.,WINDY HILLS,2015-07-12,0749,EST-5,111,WINDY HILLS,2015-07-12,0749,38.26,-85.59,38.2786,-85.5983,2015
581802,JEFFERSON CO.,STRATHMOOR MANOR,2015-07-12,0751,EST-5,111,STRATHMOOR VLG,2015-07-12,0751,38.2,-85.61,38.2037,-85.5938,2015
581805,JEFFERSON CO.,ST MATTHEWS,2015-07-12,0753,EST-5,111,RICHLAWN,2015-07-12,0753,38.25,-85.64,38.2553,-85.6044,2015
581809,SHELBY CO.,SHELBYVILLE,2015-07-12,0810,EST-5,211,SHELBYVILLE,2015-07-12,0810,38.22,-85.23,38.2323,-85.234,2015
581811,BULLITT CO.,MT WASHINGTON,2015-07-12,0814,EST-5,29,MT WASHINGTON,2015-07-12,0814,38.05,-85.55,38.0582,-85.5346,2015
581812,JEFFERSON CO.,AUDUBON PARK,2015-07-12,0846,EST-5,111,AUDUBON PARK,2015-07-12,0846,38.22,-85.74,38.2257,-85.7412,2015
581815,JEFFERSON CO.,ST MATTHEWS,2015-07-12,0859,EST-5,111,ST MATTHEWS,2015-07-12,0859,38.23,-85.64,38.2333,-85.636,2015
581828,BOYLE CO.,CRAINTOWN,2015-07-12,0930,EST-5,21,CRAINTOWN,2015-07-12,0930,37.64,-85.0,37.6458,-85.0019,2015
581848,GARRARD CO.,MARKSBURY,2015-07-12,1903,EST-5,79,MARKSBURY,2015-07-12,1903,37.65,-84.65,37.6544,-84.6476,2015
584088,FLEMING CO.,COWAN,2015-07-13,1418,EST-5,69,COWAN,2015-07-13,1600,38.4178,-83.9375,38.4209,-83.9213,2015
584252,JEFFERSON CO.,FERN CREEK,2015-07-13,1426,EST-5,111,HIGHVIEW,2015-07-13,1426,38.16,-85.6,38.1602,-85.6033,2015
584256,FAYETTE CO.,LEXINGTON,2015-07-13,1440,EST-5,67,LEXINGTON,2015-07-13,1440,38.03,-84.48,38.0323,-84.4768,2015
584089,ROWAN CO.,HALDEMAN,2015-07-13,1530,EST-5,205,HALDEMAN,2015-07-13,1700,38.2759,-83.3295,38.2597,-83.3191,2015
584092,JOHNSON CO.,FLATGAP,2015-07-13,1550,EST-5,115,KERZ,2015-07-13,1900,37.9371,-82.8799,37.8888,-82.8632,2015
584095,MORGAN CO.,MOON,2015-07-13,1600,EST-5,175,MIMA,2015-07-13,1730,37.9547,-83.0474,37.9481,-83.0369,2015
584091,JOHNSON CO.,STAFFORDSVILLE,2015-07-13,1630,EST-5,115,WITTENSVILLE,2015-07-13,1800,37.85,-82.82,37.853,-82.8144,2015
597534,JOHNSON CO.,PAINTSVILLE,2015-07-13,1635,EST-5,115,PAINTSVILLE,2015-07-13,1730,37.81,-82.7997,37.8077,-82.797,2015
584300,HENRY CO.,CAMPBELLSBURG,2015-07-14,0029,EST-5,103,CAMPBELLSBURG,2015-07-14,0029,38.53,-85.21,38.5168,-85.2251,2015
584304,TRIMBLE CO.,TROUT,2015-07-14,0030,EST-5,223,TROUT,2015-07-14,0030,38.6393,-85.4021,38.6508,-85.3924,2015
584310,TRIMBLE CO.,HISLE,2015-07-14,0035,EST-5,223,HISLE,2015-07-14,0035,38.6312,-85.3336,38.6377,-85.3054,2015
584312,TRIMBLE CO.,HISLE,2015-07-14,0035,EST-5,223,HISLE,2015-07-14,0035,38.61,-85.28,38.6062,-85.277,2015
590159,CARROLL CO.,CARROLLTON,2015-07-14,0140,EST-5,41,CARROLLTON,2015-07-14,0240,38.68,-85.16,38.6566,-85.166,2015
584319,HENRY CO.,SULPHUR,2015-07-14,0219,EST-5,103,SULPHUR,2015-07-14,0219,38.5086,-85.2797,38.5055,-85.2685,2015
584322,TRIMBLE CO.,MONITOR,2015-07-14,0247,EST-5,223,MONITOR,2015-07-14,0247,38.61,-85.26,38.6105,-85.2675,2015
590165,CARROLL CO.,ENGLISH,2015-07-14,0340,EST-5,41,ENGLISH,2015-07-14,0410,38.5963,-85.1827,38.5962,-85.1814,2015
584998,JEFFERSON CO.,WORTHINGTON,2015-07-14,0415,EST-5,111,WORTHINGTON,2015-07-14,0415,38.33,-85.56,38.3301,-85.572,2015
584999,SPENCER CO.,ELK CREEK,2015-07-14,0420,EST-5,215,ELK CREEK,2015-07-14,0420,38.1,-85.37,38.1047,-85.3743,2015
585000,JEFFERSON CO.,AUDUBON PARK,2015-07-14,0430,EST-5,111,LOUISVILLE,2015-07-14,0430,38.22,-85.74,38.2522,-85.7411,2015
585004,JEFFERSON CO.,ST REGIS PARK,2015-07-14,0445,EST-5,111,LYNDON,2015-07-14,0445,38.2373,-85.5624,38.2532,-85.5698,2015
585007,SPENCER CO.,TAYLORSVILLE,2015-07-14,0505,EST-5,215,TAYLORSVILLE,2015-07-14,0505,38.03,-85.37,38.0232,-85.3724,2015
585011,NELSON CO.,BLOOMFIELD,2015-07-14,0600,EST-5,179,BLOOMFIELD,2015-07-14,0600,37.9,-85.31,37.9018,-85.3177,2015
585012,JESSAMINE CO.,WILMORE,2015-07-14,0602,EST-5,113,WILMORE,2015-07-14,0602,37.87,-84.66,37.8648,-84.6437,2015
586021,MORGAN CO.,INDEX,2015-07-14,0625,EST-5,175,INDEX,2015-07-14,0730,37.89,-83.26,37.8842,-83.2772,2015
585013,MERCER CO.,NEVADA,2015-07-14,0700,EST-5,167,NEVADA,2015-07-14,0700,37.69,-84.91,37.6962,-84.9141,2015
585015,ANDERSON CO.,AVENSTOKE,2015-07-14,0710,EST-5,5,AVENSTOKE,2015-07-14,0710,38.1253,-84.9922,38.1255,-84.9949,2015
586023,LAUREL CO.,EAST BERNSTADT,2015-07-14,0726,EST-5,125,EAST BERNSTADT,2015-07-14,0815,37.19,-84.12,37.1872,-84.1213,2015
586024,KNOX CO.,BARBOURVILLE,2015-07-14,0820,EST-5,121,BARBOURVILLE,2015-07-14,1000,36.87,-83.88,36.8635,-83.8767,2015
597536,KNOX CO.,JARVIS,2015-07-14,0820,EST-5,121,KNOXFORK,2015-07-14,1000,36.9333,-83.9144,36.9687,-83.9134,2015
586025,KNOX CO.,SPRULE,2015-07-14,0900,EST-5,121,CRANE NEST,2015-07-14,1000,37.02,-83.82,36.9872,-83.849,2015
586031,WAYNE CO.,OIL VLY,2015-07-14,1130,EST-5,231,OIL VLY,2015-07-14,1230,36.77,-84.7619,36.7706,-84.7667,2015
586026,BELL CO.,MIRACLE,2015-07-14,1200,EST-5,13,MIRACLE,2015-07-14,1500,36.76,-83.58,36.7512,-83.5896,2015
586027,BELL CO.,CUBAGE,2015-07-14,1415,EST-5,13,CUBAGE,2015-07-14,1500,36.68,-83.51,36.6819,-83.5151,2015
579090,LAWRENCE CO.,WEBBVILLE,2015-07-14,1745,EST-5,127,BLAINE,2015-07-14,1930,38.18,-82.87,38.0189,-82.8603,2015
579074,CARTER CO.,SMITHS CREEK,2015-07-14,1745,EST-5,43,LAWTON,2015-07-14,2000,38.47,-83.18,38.2824,-83.2304,2015
