EVENT_ID,COUNTY_NAME,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,CZ_TIMEZONE,CZ_FIPS,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,YEAR
882866,ROWAN CO.,BRADY,2020-05-25,1915,EST-5,205,BRADY,2020-05-25,2015,38.1484,-83.4198,38.1483,-83.3907,2020
882867,ROWAN CO.,FARMERS,2020-05-25,1940,EST-5,205,MOREHEAD ROWAN ARPT,2020-05-25,2055,38.14,-83.54,38.1396,-83.5393,2020
883635,ROWAN CO.,BLUESTONE,2020-05-25,1945,EST-5,205,BLUESTONE,2020-05-25,2045,38.15,-83.52,38.1467,-83.5182,2020
899007,DAVIESS CO.,(OWB)OWENSBORO ARPT,2020-06-04,1625,CST-6,59,MOSELEYVILLE,2020-06-04,2100,37.7363,-87.1344,37.6912,-87.1921,2020
906614,TAYLOR CO.,LORAIN,2020-06-18,1900,EST-5,217,LORAIN,2020-06-18,2100,37.38,-85.38,37.3817,-85.3845,2020
906615,TAYLOR CO.,HOBSON,2020-06-18,1900,EST-5,217,SALOMA,2020-06-18,2100,37.4195,-85.3823,37.4149,-85.3884,2020
899012,HENDERSON CO.,HENDERSON,2020-06-28,0700,CST-6,101,CORYDON,2020-06-28,1845,37.83,-87.58,37.73,-87.7,2020
906553,OHIO CO.,DUNDEE,2020-06-28,0741,CST-6,183,DUNDEE,2020-06-28,0941,37.55,-86.78,37.5676,-86.7828,2020
899013,MCLEAN CO.,CALHOUN,2020-06-28,0741,CST-6,149,CALHOUN,2020-06-28,1900,37.53,-87.27,37.555,-87.2445,2020
899021,DAVIESS CO.,OWENSBORO,2020-06-28,0745,CST-6,59,CURDSVILLE,2020-06-28,1900,37.77,-87.12,37.73,-87.33,2020
906554,GRAYSON CO.,BIG CLIFTY,2020-06-28,0830,CST-6,85,BIG CLIFTY,2020-06-28,0930,37.5331,-86.156,37.5414,-86.1598,2020
906555,GRAYSON CO.,CHURCH,2020-06-28,0842,CST-6,85,CANEYVILLE,2020-06-28,1042,37.4153,-86.3202,37.3892,-86.5046,2020
906556,OHIO CO.,BEAVER DAM,2020-06-28,0900,CST-6,183,BEAVER DAM,2020-06-28,1100,37.4179,-86.892,37.4246,-86.8657,2020
906557,GRAYSON CO.,CHURCH,2020-06-28,0928,CST-6,85,CHURCH,2020-06-28,1128,37.4,-86.33,37.4134,-86.3354,2020
906558,GRAYSON CO.,PEONIA,2020-06-28,1000,CST-6,85,MEREDITH,2020-06-28,1200,37.432,-86.2805,37.4258,-86.2795,2020
906559,BUTLER CO.,MORGANTOWN,2020-06-28,1210,CST-6,31,MORGANTOWN,2020-06-28,1410,37.207,-86.7188,37.2067,-86.7234,2020
906560,WARREN CO.,BOWLING GREEN,2020-06-28,1300,CST-6,227,(BWG)BOWLING GREEN A,2020-06-28,1500,36.97,-86.44,36.9649,-86.4332,2020
906561,OHIO CO.,BEAVER DAM,2020-06-28,1400,CST-6,183,BEAVER DAM,2020-06-28,1600,37.41,-86.88,37.4014,-86.8571,2020
906562,SIMPSON CO.,FRANKLIN WHAK ARPT,2020-06-28,1500,CST-6,213,FRANKLIN WHAK ARPT,2020-06-28,1700,36.7228,-86.6118,36.7368,-86.6094,2020
906563,SIMPSON CO.,MIDDLETON,2020-06-28,1500,CST-6,213,MIDDLETON,2020-06-28,1700,36.7408,-86.7121,36.7469,-86.7093,2020
906564,WASHINGTON CO.,SPRINGFIELD,2020-06-29,0500,EST-5,229,SPRINGFIELD,2020-06-29,0700,37.7,-85.22,37.7086,-85.2112,2020
906565,BOYLE CO.,PERRYVILLE,2020-06-29,0939,EST-5,21,PERRYVILLE,2020-06-29,1139,37.65,-84.95,37.6497,-84.9525,2020
906566,WASHINGTON CO.,WILLISBURG,2020-06-29,0945,EST-5,229,BRUSH GROVE,2020-06-29,1145,37.81,-85.12,37.808,-85.1821,2020
906567,BOYLE CO.,PERRYVILLE,2020-06-29,0956,EST-5,21,MITCHELLSBURG,2020-06-29,1156,37.63,-84.94,37.6242,-84.9359,2020
906568,WASHINGTON CO.,THOMPSONVILLE,2020-06-29,1015,EST-5,229,PLEASANT GROVE,2020-06-29,1215,37.7394,-85.1146,37.7704,-85.1661,2020
906569,WASHINGTON CO.,WILLISBURG,2020-06-29,1015,EST-5,229,WILLISBURG,2020-06-29,1115,37.7764,-85.0972,37.7822,-85.0994,2020
906570,WASHINGTON CO.,WILLISBURG,2020-06-29,1030,EST-5,229,WILLISBURG,2020-06-29,1230,37.8,-85.14,37.8009,-85.144,2020
914808,WASHINGTON CO.,WILLISBURG,2020-06-29,1045,EST-5,229,WILLISBURG,2020-06-29,1245,37.7951,-85.1399,37.7972,-85.1465,2020
892422,PULASKI CO.,SCIENCE HILL,2020-06-29,1717,EST-5,199,SCIENCE HILL,2020-06-29,1757,37.1735,-84.5853,37.1734,-84.5852,2020
906571,CASEY CO.,LANHAMTOWN,2020-06-29,1800,EST-5,45,LIBERTY,2020-06-29,2000,37.3421,-84.9076,37.3152,-84.95,2020
906572,JEFFERSON CO.,STRATHMOOR VLG,2020-06-29,1922,EST-5,111,STRATHMOOR VLG,2020-06-29,2022,38.228,-85.5791,38.2298,-85.5785,2020
892424,PULASKI CO.,COIN,2020-06-29,1930,EST-5,199,COIN,2020-06-29,2010,37.1641,-84.5012,37.1643,-84.5008,2020
906589,TAYLOR CO.,MANNSVILLE,2020-06-29,1940,EST-5,217,MANNSVILLE,2020-06-29,2140,37.38,-85.19,37.392,-85.1909,2020
906573,MARION CO.,BRADFORDSVILLE,2020-06-29,1940,EST-5,155,BRADFORDSVILLE,2020-06-29,2140,37.51,-85.11,37.4825,-85.1579,2020
906590,JEFFERSON CO.,ST REGIS PARK,2020-06-29,1951,EST-5,111,ST REGIS PARK,2020-06-29,2151,38.22,-85.55,38.2212,-85.5635,2020
906591,WASHINGTON CO.,CROAKES,2020-06-29,2000,EST-5,229,FREDRICKTOWN,2020-06-29,2300,37.7644,-85.3268,37.7546,-85.3426,2020
906592,MARION CO.,BRADFORDSVILLE,2020-06-29,2015,EST-5,155,BRADFORDSVILLE,2020-06-29,2315,37.47,-85.11,37.4723,-85.1118,2020
906593,MARION CO.,RILEY,2020-06-29,2015,EST-5,155,JESSIETOWN,2020-06-29,2215,37.4549,-84.9731,37.4428,-85.3191,2020
906594,JEFFERSON CO.,JEFFERSONTOWN,2020-06-29,2017,EST-5,111,JEFFERSONTOWN,2020-06-29,2217,38.19,-85.55,38.1913,-85.5532,2020
906595,MARION CO.,RILEY,2020-06-29,2030,EST-5,155,BRADFORDSVILLE,2020-06-29,2230,37.4662,-85.0303,37.4446,-85.0555,2020
892425,MCCREARY CO.,WHITE OAK JCT,2020-06-29,2030,EST-5,147,WHITE OAK JCT,2020-06-29,2100,36.7,-84.6,36.6991,-84.5991,2020
906596,NELSON CO.,BARDSTOWN,2020-06-29,2130,EST-5,179,EARLY TIMES,2020-06-29,2330,37.8,-85.45,37.8,-85.4435,2020
906597,NELSON CO.,COXS CREEK,2020-06-29,2301,EST-5,179,COXS CREEK,2020-06-30,0101,37.88,-85.43,37.8765,-85.4399,2020
891207,BRACKEN CO.,FOSTER,2020-06-30,0030,EST-5,23,FOSTER,2020-06-30,0230,38.7936,-84.2156,38.794,-84.2146,2020
899101,MCCRACKEN CO.,CECIL,2020-06-30,1430,CST-6,145,ROWLANDTOWN,2020-06-30,1530,37.103,-88.6588,37.1007,-88.6116,2020
892106,GREENUP CO.,TRUITT,2020-06-30,1445,EST-5,89,BENNETT,2020-06-30,1630,38.5753,-83.0007,38.529,-82.9979,2020
892433,FLOYD CO.,WEST PRESTONSBURG,2020-06-30,1610,EST-5,71,WEST PRESTONSBURG,2020-06-30,1630,37.6872,-82.8297,37.6871,-82.8293,2020
905101,CALLOWAY CO.,MURRAY,2020-07-01,1501,CST-6,35,HAZEL,2020-07-01,2030,36.6507,-88.3583,36.5,-88.41,2020
908084,WARREN CO.,GLENMORE,2020-07-05,1645,CST-6,227,GLENMORE,2020-07-05,1845,37.6193,-86.3247,37.6224,-86.326,2020
905229,TODD CO.,GUTHRIE,2020-07-05,1650,CST-6,219,GUTHRIE,2020-07-05,1800,36.679,-87.17,36.6634,-87.184,2020
913357,GRAYSON CO.,CLARKSON,2020-07-05,1718,CST-6,85,CLARKSON,2020-07-05,1818,37.4917,-86.2108,37.4863,-86.2047,2020
905237,WEBSTER CO.,ORTIZ,2020-07-08,1447,CST-6,233,ORTIZ,2020-07-08,1700,37.54,-87.65,37.5472,-87.6302,2020
913358,JEFFERSON CO.,SPRINGDALE,2020-07-08,1550,EST-5,111,SPRINGDALE,2020-07-08,1750,38.3,-85.5814,38.3032,-85.5827,2020
905361,CHRISTIAN CO.,HOPKINSVILLE,2020-07-17,1134,CST-6,47,HOPKINSVILLE,2020-07-17,1400,36.85,-87.5343,36.85,-87.48,2020
905369,GRAVES CO.,HICKORY,2020-07-17,1158,CST-6,83,MAYFIELD GRAVES ARPT,2020-07-17,1515,36.8,-88.62,36.7479,-88.5929,2020
913756,LARUE CO.,TANNER,2020-07-17,1300,EST-5,123,TANNER,2020-07-17,1500,37.49,-85.75,37.489,-85.7425,2020
913757,LARUE CO.,BROOKS,2020-07-17,1344,EST-5,123,BROOKS,2020-07-17,1544,37.44,-85.78,37.4425,-85.7794,2020
913758,LARUE CO.,MAXINE,2020-07-17,1347,EST-5,123,TANNER,2020-07-17,1547,37.48,-85.78,37.4888,-85.7878,2020
913761,HART CO.,HIGH HICKORY,2020-07-17,1351,CST-6,99,BONNIEVILLE,2020-07-17,1430,37.433,-85.8637,37.3719,-85.876,2020
905378,MARSHALL CO.,SHARPE,2020-07-17,1410,CST-6,157,SHARPE,2020-07-17,1515,36.99,-88.47,36.9913,-88.4759,2020
913759,LARUE CO.,BARREN RUN,2020-07-17,1443,EST-5,123,BARREN RUN,2020-07-17,1643,37.51,-85.81,37.5129,-85.8093,2020
905472,MCCRACKEN CO.,CAMMELIA,2020-07-20,1508,CST-6,145,CAMMELIA,2020-07-20,1730,36.9926,-88.8312,36.969,-88.8062,2020
913763,ADAIR CO.,COLUMBIA LUDOT ARPT,2020-07-26,1659,CST-6,1,COLUMBIA,2020-07-26,1830,37.1018,-85.334,37.1018,-85.3116,2020
913765,ADAIR CO.,GRADYVILLE,2020-07-26,1720,CST-6,1,PYRUS,2020-07-26,1920,37.0646,-85.4238,37.0914,-85.4553,2020
896306,HARLAN CO.,CUMBERLAND,2020-07-26,2005,EST-5,95,CUMBERLAND,2020-07-26,2100,36.9829,-82.9789,36.9747,-82.9824,2020
905688,MCCRACKEN CO.,PADUCAH,2020-07-29,1303,CST-6,145,PADUCAH,2020-07-29,1500,37.0595,-88.6044,37.109,-88.63,2020
913635,JEFFERSON CO.,LOUISVILLE,2020-07-30,1945,EST-5,111,LOUISVILLE,2020-07-30,2045,38.2079,-85.7786,38.2128,-85.7829,2020
913639,JEFFERSON CO.,LOUISVILLE,2020-07-30,1945,EST-5,111,LOUISVILLE,2020-07-30,2145,38.2372,-85.7804,38.2373,-85.7812,2020
913641,JEFFERSON CO.,LOUISVILLE,2020-07-30,2000,EST-5,111,LOUISVILLE,2020-07-30,2200,38.2131,-85.7608,38.2135,-85.7649,2020
900786,FLOYD CO.,DANA,2020-08-06,2132,EST-5,71,DANA,2020-08-06,2232,37.5698,-82.6952,37.5685,-82.694,2020
910215,MARSHALL CO.,DOGTOWN,2020-08-12,1225,CST-6,157,DOGTOWN,2020-08-12,1515,36.86,-88.31,36.851,-88.3119,2020
918516,MONROE CO.,OTIA,2020-08-13,1532,CST-6,171,OTIA,2020-08-13,1632,36.6991,-85.5838,36.7048,-85.6133,2020
918680,HANCOCK CO.,SKILLMAN,2020-08-14,0227,CST-6,91,SKILLMAN,2020-08-14,0427,37.86,-86.7,37.8588,-86.7052,2020
918684,HANCOCK CO.,ADAIR,2020-08-14,0313,CST-6,91,ADAIR,2020-08-14,0513,37.94,-86.86,37.9379,-86.8559,2020
918698,HANCOCK CO.,LEWISPORT,2020-08-14,0415,CST-6,91,LEWISPORT,2020-08-14,0615,37.92,-86.89,37.9105,-86.902,2020
918699,HANCOCK CO.,ADAIR,2020-08-14,0437,CST-6,91,ADAIR,2020-08-14,0637,37.92,-86.85,37.9201,-86.8526,2020
918701,JEFFERSON CO.,PRAIRIE VLG,2020-08-14,0630,EST-5,111,VALLEY STATION,2020-08-14,0830,38.103,-85.8547,38.1023,-85.857,2020
918702,JEFFERSON CO.,PRAIRIE VLG,2020-08-14,0640,EST-5,111,PRAIRIE VLG,2020-08-14,0740,38.11,-85.83,38.1016,-85.8266,2020
918703,HARDIN CO.,LONG VIEW,2020-08-14,0736,EST-5,93,RINEYVILLE,2020-08-14,0936,37.7674,-85.9077,37.7466,-85.9298,2020
918704,JEFFERSON CO.,MEDORA,2020-08-14,0746,EST-5,111,ORELL,2020-08-14,0946,38.07,-85.84,38.0714,-85.844,2020
902584,BREATHITT CO.,QUICKSAND,2020-08-14,1550,EST-5,25,QUICKSAND,2020-08-14,1630,37.534,-83.3639,37.533,-83.3639,2020
909799,GREENUP CO.,LLOYD,2020-08-31,0915,EST-5,89,GREENUP,2020-08-31,1100,38.6282,-82.8609,38.5761,-82.8497,2020
921002,TAYLOR CO.,HOBSON,2020-09-02,2130,EST-5,217,LORAIN,2020-09-02,2330,37.3878,-85.3663,37.3845,-85.3843,2020
921005,HANCOCK CO.,UTILITY,2020-09-03,0430,CST-6,91,UTILITY,2020-09-03,0630,37.85,-86.82,37.8507,-86.8234,2020
921004,HANCOCK CO.,UTILITY,2020-09-03,0430,CST-6,91,UTILITY,2020-09-03,0630,37.8406,-86.876,37.8526,-86.8665,2020
913583,DAVIESS CO.,OWENSBORO,2020-09-03,0432,CST-6,59,DOYLE,2020-09-03,0630,37.77,-87.0468,37.7217,-87.1062,2020
921003,JEFFERSON CO.,STRATHMOOR MANOR,2020-09-03,0524,EST-5,111,STRATHMOOR MANOR,2020-09-03,0624,38.1993,-85.6037,38.1991,-85.6019,2020
921006,JEFFERSON CO.,AVOCA,2020-09-03,0600,EST-5,111,AVOCA,2020-09-03,0700,38.2408,-85.4967,38.2423,-85.4965,2020
921007,JEFFERSON CO.,JEFFERSONTOWN,2020-09-03,0620,EST-5,111,JEFFERSONTOWN,2020-09-03,0720,38.2023,-85.5758,38.2046,-85.5801,2020
921008,HENRY CO.,CAMPBELLSBURG,2020-09-03,0700,EST-5,103,CAMPBELLSBURG,2020-09-03,0900,38.5014,-85.1801,38.4996,-85.1943,2020
921009,JEFFERSON CO.,JEFFERSONTOWN,2020-09-03,0704,EST-5,111,JEFFERSONTOWN,2020-09-03,0904,38.2141,-85.5635,38.2146,-85.565,2020
912496,MORGAN CO.,WEST LIBERTY ARPT,2020-09-12,2030,EST-5,175,WEST LIBERTY ARPT,2020-09-12,2100,37.9169,-83.2402,37.9163,-83.2398,2020
916090,MORGAN CO.,COTTLE,2020-09-12,2035,EST-5,175,COTTLE,2020-09-12,2100,37.899,-83.1982,37.8966,-83.1973,2020
912498,MORGAN CO.,LICK BRANCH,2020-09-12,2035,EST-5,175,ELAMTON,2020-09-12,2100,37.95,-83.2,37.9305,-83.1823,2020
912501,MORGAN CO.,EZEL,2020-09-12,2150,EST-5,175,EZEL,2020-09-12,2250,37.8842,-83.4427,37.8823,-83.4445,2020
912510,MENIFEE CO.,WELLINGTON,2020-09-12,2200,EST-5,165,WELLINGTON,2020-09-12,2240,37.9139,-83.5123,37.9099,-83.5124,2020
912526,MENIFEE CO.,WELLINGTON,2020-09-12,2200,EST-5,165,WELLINGTON,2020-09-13,0000,37.9296,-83.5137,37.9304,-83.5132,2020
912512,MORGAN CO.,DEHART,2020-09-12,2200,EST-5,175,DEHART,2020-09-12,2300,37.9681,-83.3283,37.9645,-83.3384,2020
912514,POWELL CO.,NATURAL BRIDGE,2020-09-12,2230,EST-5,197,NATURAL BRIDGE,2020-09-12,2230,37.7745,-83.6767,37.7744,-83.6776,2020
921300,CASEY CO.,BEECH BOTTOM,2020-09-13,0923,EST-5,45,ROCKY FORD,2020-09-13,1123,37.37,-84.94,37.4235,-84.9482,2020
921301,CASEY CO.,CLEMENTSVILLE,2020-09-13,0955,EST-5,45,CLEMENTSVILLE,2020-09-13,1155,37.2867,-85.0973,37.2935,-85.1084,2020
921302,LINCOLN CO.,MC KINNEY,2020-09-13,1100,EST-5,137,MC KINNEY,2020-09-13,1200,37.4507,-84.7528,37.4456,-84.7646,2020
921303,CASEY CO.,KIDDS STORE,2020-09-13,1106,EST-5,45,KIDDS STORE,2020-09-13,1306,37.41,-84.85,37.4131,-84.8601,2020
912721,JACKSON CO.,TYNER,2020-09-13,1130,EST-5,109,TYNER,2020-09-13,1300,37.3466,-83.9048,37.3449,-83.9023,2020
935967,MCCRACKEN CO.,HARDMONEY,2021-01-25,1030,CST-6,145,FREMONT,2021-01-25,1600,36.95,-88.6,36.9688,-88.6431,2021
938410,BUTLER CO.,WOODBURY,2021-01-25,1910,CST-6,31,WOODBURY,2021-01-25,2010,37.19,-86.65,37.1954,-86.6538,2021
938179,POWELL CO.,WALTERSVILLE,2021-02-28,0700,EST-5,197,WALTERSVILLE,2021-02-28,0900,37.8643,-83.939,37.8634,-83.9398,2021
938184,MORGAN CO.,WRIGLEY,2021-02-28,0702,EST-5,175,WRIGLEY,2021-02-28,0900,38.02,-83.27,38.0165,-83.2709,2021
938190,MENIFEE CO.,MEANS,2021-02-28,0710,EST-5,165,MEANS,2021-02-28,0910,37.9492,-83.7586,37.9491,-83.7601,2021
938201,MENIFEE CO.,TABOR,2021-02-28,0710,EST-5,165,TABOR,2021-02-28,0910,37.9277,-83.6628,37.9084,-83.6885,2021
938196,MENIFEE CO.,FRENCHBURG,2021-02-28,0710,EST-5,165,RATLIFF,2021-02-28,0910,37.9729,-83.6114,37.9854,-83.5597,2021
940993,FULTON CO.,FULTON,2021-02-28,0800,CST-6,75,RICEVILLE,2021-02-28,1600,36.52,-88.87,36.5239,-88.8823,2021
938211,LESLIE CO.,DRYHILL,2021-02-28,0835,EST-5,131,DRYHILL,2021-02-28,1030,37.21,-83.36,37.2055,-83.3634,2021
940964,CALLOWAY CO.,POTTERTOWN,2021-02-28,0835,CST-6,35,STELLA,2021-02-28,2000,36.6258,-88.2085,36.6218,-88.3694,2021
938209,LESLIE CO.,WENDOVER,2021-02-28,0835,EST-5,131,WENDOVER,2021-02-28,1030,37.1173,-83.3514,37.1149,-83.3511,2021
938217,KNOX CO.,JARVIS STORE,2021-02-28,0845,EST-5,121,JARVIS STORE,2021-02-28,1045,36.95,-83.89,36.9563,-83.8912,2021
940967,GRAVES CO.,SEDALIA,2021-02-28,0920,CST-6,83,SEDALIA,2021-02-28,1130,36.66,-88.63,36.6483,-88.6007,2021
940968,CHRISTIAN CO.,CHURCH HILL,2021-02-28,0940,CST-6,47,GAINSVILLE,2021-02-28,1730,36.7949,-87.5477,36.8771,-87.5249,2021
940971,TODD CO.,ELKTON,2021-02-28,0953,CST-6,219,ELKTON,2021-02-28,1600,36.83,-87.18,36.8256,-87.1349,2021
938736,WARREN CO.,BOWLING GREEN,2021-02-28,1109,CST-6,227,BOWLING GREEN,2021-02-28,1209,36.99,-86.43,36.9907,-86.4264,2021
945069,LOGAN CO.,EPLEYS,2021-02-28,1240,CST-6,141,CHANDLERS CHAPEL,2021-02-28,1440,36.93,-86.94,36.9731,-86.7696,2021
945070,TAYLOR CO.,CAMPBELLSVILLE ARPT,2021-02-28,1640,EST-5,217,CAMPBELLSVILLE ARPT,2021-02-28,1740,37.3533,-85.3397,37.3592,-85.3443,2021
945084,HART CO.,HORSE CAVE,2021-02-28,1647,CST-6,99,HORSE CAVE,2021-02-28,1747,37.1788,-85.916,37.1831,-85.9136,2021
945087,HART CO.,LEGRAND,2021-02-28,1709,CST-6,99,SEYMOUR,2021-02-28,1909,37.1784,-85.778,37.1829,-85.7852,2021
945090,WARREN CO.,ANNA,2021-02-28,1709,CST-6,227,ANNA,2021-02-28,1909,37.1137,-86.4231,37.119,-86.423,2021
945071,CASEY CO.,LIBERTY,2021-02-28,1720,EST-5,45,LIBERTY,2021-02-28,1820,37.32,-84.93,37.3139,-84.9452,2021
938230,MAGOFFIN CO.,HENDRICKS,2021-02-28,1823,EST-5,153,HENDRICKS,2021-02-28,2030,37.7188,-83.1141,37.7228,-83.1098,2021
938239,ROCKCASTLE CO.,BRODHEAD,2021-02-28,1825,EST-5,203,BRODHEAD,2021-02-28,2030,37.4049,-84.423,37.402,-84.4165,2021
945098,EDMONSON CO.,SEGAL,2021-02-28,1842,CST-6,61,SEGAL,2021-02-28,1942,37.22,-86.38,37.2237,-86.3775,2021
938244,BREATHITT CO.,WILHURST,2021-02-28,1916,EST-5,25,WILHURST,2021-02-28,2115,37.6283,-83.4108,37.651,-83.4122,2021
938245,PERRY CO.,KRYPTON,2021-02-28,1930,EST-5,193,KRYPTON,2021-02-28,2130,37.3093,-83.3401,37.3028,-83.3365,2021
938246,WOLFE CO.,LEE CITY,2021-02-28,1937,EST-5,237,LEE CITY,2021-02-28,2130,37.74,-83.34,37.7206,-83.3331,2021
945120,MONROE CO.,TOMPKINSVILLE,2021-02-28,1940,CST-6,171,TOMPKINSVILLE,2021-02-28,2140,36.7,-85.69,36.702,-85.6887,2021
945100,TAYLOR CO.,BURDICK,2021-02-28,2010,EST-5,217,BENGAL,2021-02-28,2210,37.2549,-85.3897,37.3468,-85.49,2021
938248,JACKSON CO.,MORRILL,2021-02-28,2013,EST-5,109,MORRILL,2021-02-28,2215,37.5146,-84.1873,37.5152,-84.1878,2021
945123,WARREN CO.,BOWLING GREEN,2021-02-28,2025,CST-6,227,RICH POND,2021-02-28,2225,37.0073,-86.4599,36.8886,-86.5135,2021
945124,CUMBERLAND CO.,MARROWBONE,2021-02-28,2030,CST-6,57,MARROWBONE,2021-02-28,2130,36.8222,-85.5111,36.8216,-85.513,2021
945118,LINCOLN CO.,BROUGHTENTOWN,2021-02-28,2030,EST-5,137,BROUGHTENTOWN,2021-02-28,2230,37.4,-84.54,37.3991,-84.5461,2021
938291,MAGOFFIN CO.,SALYERSVILLE,2021-02-28,2056,EST-5,153,SALYERSVILLE,2021-02-28,2300,37.7456,-83.0626,37.745,-83.0608,2021
945126,GREEN CO.,GREENSBURG,2021-02-28,2100,CST-6,87,BLUFF BOOM,2021-02-28,2300,37.2904,-85.5044,37.2756,-85.4702,2021
938293,FLOYD CO.,MARTIN,2021-02-28,2130,EST-5,71,MARTIN,2021-02-28,2330,37.5752,-82.7589,37.5818,-82.7542,2021
938295,BREATHITT CO.,ELKATAWA,2021-02-28,2148,EST-5,25,CURT,2021-02-28,2359,37.527,-83.4128,37.5255,-83.409,2021
938498,ROCKCASTLE CO.,MARETBURG,2021-02-28,2200,EST-5,203,MARETBURG,2021-02-28,2359,37.3447,-84.3828,37.3453,-84.387,2021
938556,CLAY CO.,HORSE CREEK,2021-02-28,2210,EST-5,51,HORSE CREEK,2021-02-28,2359,37.1541,-83.763,37.1542,-83.7619,2021
938564,LAUREL CO.,LONDON,2021-02-28,2211,EST-5,125,LONDON,2021-02-28,2359,37.1133,-84.084,37.1131,-84.0809,2021
945129,CASEY CO.,PRICETOWN,2021-02-28,2300,EST-5,45,LIBERTY,2021-02-28,2359,37.293,-84.9674,37.3286,-84.9551,2021
938587,PULASKI CO.,SOMERSET,2021-03-01,0025,EST-5,199,SOMERSET,2021-03-01,0300,37.0949,-84.6088,37.0983,-84.5953,2021
938588,FLOYD CO.,DOTSON,2021-03-01,0030,EST-5,71,DOTSON,2021-03-01,0300,37.6506,-82.8658,37.65,-82.86,2021
938589,KNOTT CO.,GARNER,2021-03-01,0031,EST-5,119,GARNER,2021-03-01,0300,37.353,-82.9313,37.3526,-82.9369,2021
938829,PERRY CO.,BUCKHORN,2021-03-01,0040,EST-5,193,BUCKHORN,2021-03-01,0300,37.3469,-83.4741,37.345,-83.4717,2021
938832,PERRY CO.,BROWNS FORK,2021-03-01,0044,EST-5,193,BROWNS FORK,2021-03-01,0300,37.21,-83.25,37.2132,-83.2414,2021
938838,WOLFE CO.,HELECHAWA,2021-03-01,0100,EST-5,237,HELECHAWA,2021-03-01,0300,37.7635,-83.3468,37.7663,-83.3503,2021
938845,PIKE CO.,MC ANDREWS,2021-03-01,0117,EST-5,195,MC ANDREWS,2021-03-01,0300,37.57,-82.27,37.5679,-82.2694,2021
938847,FLOYD CO.,SALISBURY,2021-03-01,0130,EST-5,71,SALISBURY,2021-03-01,0300,37.52,-82.72,37.5202,-82.7214,2021
938848,FLOYD CO.,BONANZA,2021-03-01,0130,EST-5,71,WEST PRESTONSBURG,2021-03-01,0300,37.69,-82.8627,37.6803,-82.8269,2021
938851,PIKE CO.,KIMPER,2021-03-01,0151,EST-5,195,KIMPER,2021-03-01,0300,37.5326,-82.3703,37.5294,-82.3715,2021
938304,FLOYD CO.,WEST PRESTONSBURG,2021-03-18,1800,EST-5,71,BONANZA,2021-03-18,2000,37.69,-82.83,37.6956,-82.864,2021
938305,FLOYD CO.,BRAINARD,2021-03-18,1921,EST-5,71,BRAINARD,2021-03-18,2121,37.6802,-82.9325,37.6961,-82.9433,2021
938306,FLOYD CO.,BRAINARD,2021-03-18,1926,EST-5,71,DOTSON,2021-03-18,2126,37.66,-82.89,37.6564,-82.8857,2021
938308,FLOYD CO.,DOTSON,2021-03-18,1927,EST-5,71,DOTSON,2021-03-18,2127,37.6491,-82.8721,37.6498,-82.8659,2021
938309,MORGAN CO.,WEST LIBERTY ARPT,2021-03-18,2040,EST-5,175,WEST LIBERTY ARPT,2021-03-18,2240,37.9207,-83.2474,37.9198,-83.2474,2021
950850,CLAY CO.,OGLE,2021-03-28,0355,EST-5,51,OGLE,2021-03-28,1000,37.0265,-83.6896,37.0237,-83.6897,2021
950864,BELL CO.,CHENOA,2021-03-28,0500,EST-5,13,CHENOA,2021-03-28,1030,36.6674,-83.8675,36.6636,-83.8658,2021
950857,BELL CO.,MIDDLESBORO BELL ARP,2021-03-28,0543,EST-5,13,PARAMOUNT,2021-03-28,1030,36.6143,-83.7462,36.6135,-83.7467,2021
950854,BELL CO.,STONEY FORK,2021-03-28,0543,EST-5,13,STONEY FORK,2021-03-28,1030,36.8309,-83.5378,36.8298,-83.5374,2021
950858,HARLAN CO.,ELCOMB,2021-03-28,0555,EST-5,95,TEETERSVILLE,2021-03-28,1000,36.82,-83.33,36.8034,-83.3369,2021
950859,HARLAN CO.,EVARTS,2021-03-28,0555,EST-5,95,EVARTS,2021-03-28,1000,36.8642,-83.1979,36.8664,-83.193,2021
950860,HARLAN CO.,BAXTER,2021-03-28,0610,EST-5,95,HARLAN,2021-03-28,1000,36.8596,-83.3285,36.8606,-83.325,2021
952848,CARTER CO.,GRANT,2021-04-28,1830,EST-5,43,GRANT,2021-04-28,2100,38.3372,-82.8429,38.3375,-82.8578,2021
949762,HOPKINS CO.,MORTONS GAP,2021-04-29,1459,CST-6,107,MORTONS GAP,2021-04-29,1700,37.25,-87.46,37.2477,-87.4649,2021
953992,MUHLENBERG CO.,BANCROFT,2021-05-04,0330,CST-6,177,GRAHAM,2021-05-04,0830,37.1675,-87.2233,37.22,-87.27,2021
962806,CUMBERLAND CO.,BURKESVILLE,2021-05-04,0330,CST-6,57,BAKERTON,2021-05-04,0530,36.7884,-85.3893,36.8408,-85.3778,2021
962808,METCALFE CO.,CLARKS CORNER,2021-05-04,0400,CST-6,169,CLARKS CORNER,2021-05-04,0500,37.04,-85.66,37.0417,-85.6575,2021
962809,EDMONSON CO.,LINDSEYVILLE,2021-05-04,0430,CST-6,61,WINDYVILLE,2021-05-04,0630,37.2047,-86.3032,37.1986,-86.3101,2021
