EVENT_ID,BEGIN_DATE,END_DATE,BEGIN_TIME,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TEMP_MAX_F,TEMP_MIN_F,TEMP_MEAN_F,SUNRISE,SUNSET,PRECIP_SUM_IN,RAIN_SUM_IN,PRECIP_HOURS,MAX_WIND_MPH,MAX_GUST_MPH
646758,2016-07-12,2016-07-12,930,1300,37.77,-87.12,37.77,-87.0834,86.07829,73.2083,78.75455,2016-07-12 10:36:59,2016-07-13 01:11:18,0.059055123,0.059055123,8.0,11.666765,27.067701
646763,2016-07-12,2016-07-12,930,1230,37.6151,-87.3085,37.5607,-87.1923,87.1151,73.435104,79.20635,2016-07-12 10:38:22,2016-07-13 01:11:54,0.05511812,0.05511812,6.0,11.548208,26.844
642090,2016-07-22,2016-07-22,1528,1528,37.0,-85.9,37.0042,-85.9045,92.0768,75.4268,83.553055,2016-07-22 10:41:12,2016-07-23 00:58:23,0.015748031,0.015748031,1.0,4.6116934,15.4353
642092,2016-07-22,2016-07-22,1528,1528,37.03,-85.94,37.0303,-85.9385,92.0417,75.3917,83.51796,2016-07-22 10:41:40,2016-07-23 00:58:52,0.015748031,0.015748031,1.0,4.6116934,15.4353
646788,2016-07-22,2016-07-22,1850,2000,37.5679,-87.0756,37.5664,-87.0886,88.5479,75.6779,82.641655,2016-07-22 10:44:54,2016-07-23 01:04:53,0.08267717,0.08267717,3.0,4.2029414,16.5538
642097,2016-07-22,2016-07-22,1916,1916,37.41,-86.88,37.412,-86.8736,90.7502,75.9902,83.49771,2016-07-22 10:44:20,2016-07-23 01:03:36,0.08267717,0.08267717,3.0,4.2029414,16.5538
642095,2016-07-22,2016-07-22,1925,1925,37.75,-85.91,37.7518,-85.9047,89.1239,73.1939,80.570145,2016-07-22 10:39:42,2016-07-23 01:00:24,0.07874016,0.07874016,3.0,5.922771,14.9879
642098,2016-07-22,2016-07-22,1945,1945,37.45,-86.89,37.4599,-86.9034,89.5172,76.5572,83.11595,2016-07-22 10:44:20,2016-07-23 01:03:36,0.08267717,0.08267717,3.0,4.2029414,16.5538
642450,2016-07-27,2016-07-27,1700,1800,37.33,-82.4518,37.325,-82.4522,89.96629,72.7763,80.19755,2016-07-27 10:30:50,2016-07-28 00:41:51,0.08267717,0.08267717,9.0,5.7730203,17.4486
642451,2016-07-27,2016-07-27,1730,1815,36.72,-84.07,36.7165,-84.0704,91.8806,73.5206,80.5556,2016-07-27 10:38:48,2016-07-28 00:46:53,0.3031496,0.3031496,11.0,5.2414584,13.869399
642453,2016-07-27,2016-07-27,2300,2345,36.83,-84.12,36.8337,-84.1196,91.139,72.779,79.98274,2016-07-27 10:38:36,2016-07-28 00:47:00,0.3031496,0.3031496,11.0,5.2414584,13.869399
642105,2016-07-28,2016-07-28,417,417,38.29,-84.95,38.29,-84.9428,78.4373,71.8673,73.96355,2016-07-28 10:39:13,2016-07-29 00:52:48,2.2165353,2.2165353,19.0,5.8205,17.0012
642210,2016-07-28,2016-07-28,417,417,38.22,-84.99,38.2212,-84.9865,78.9719,71.9519,74.123146,2016-07-28 10:39:54,2016-07-29 00:53:09,2.2165353,2.2165353,19.0,5.8205,17.0012
642106,2016-07-28,2016-07-28,426,426,38.3,-84.56,38.3033,-84.5628,76.8281,71.4281,73.54686,2016-07-28 10:37:45,2016-07-29 00:51:20,2.818898,2.818898,21.0,5.751309,20.133
642661,2016-07-28,2016-07-28,500,700,39.1,-84.48,39.1152,-84.4576,79.9367,73.0067,76.18669,2016-07-28 10:35:22,2016-07-29 00:53:00,0.81889755,0.81889755,15.0,4.8186455,11.4087
642107,2016-07-28,2016-07-28,1024,1024,37.97,-84.13,37.9705,-84.1237,75.7598,71.6198,73.03355,2016-07-28 10:36:36,2016-07-29 00:48:52,2.6574802,2.6574802,18.0,6.9670963,24.607
642458,2016-07-28,2016-07-28,1030,1055,38.0565,-83.9395,38.0571,-83.9398,76.2098,71.5298,73.04105,2016-07-28 10:35:55,2016-07-29 00:48:31,2.2834647,2.2834647,18.0,7.436133,25.0544
642454,2016-07-28,2016-07-28,1100,1200,38.2596,-83.5171,38.2524,-83.516,75.893,71.213,72.908,2016-07-28 10:33:52,2016-07-29 00:47:27,2.2283463,2.2283463,16.0,7.109297,23.7122
646931,2016-07-29,2016-07-29,730,930,36.93,-87.22,36.98,-87.15,84.6023,74.252304,78.0098,2016-07-29 10:52:39,2016-07-30 00:58:22,0.13385826,0.13385826,11.0,6.2675934,21.2515
642464,2016-07-29,2016-07-29,1648,1812,38.0066,-83.95,38.0073,-83.9478,79.8305,67.9505,72.952995,2016-07-29 10:36:57,2016-07-30 00:47:29,0.3031496,0.3031496,12.0,5.9438567,15.659
642109,2016-07-29,2016-07-29,1844,1844,37.75,-84.37,37.7504,-84.3644,80.0762,68.5562,73.18745,2016-07-29 10:39:11,2016-07-30 00:48:24,0.45275587,0.45275587,12.0,5.9438567,15.8827
641513,2016-08-01,2016-08-01,1220,1420,38.65,-85.12,38.6505,-85.1219,85.7309,71.1509,76.1459,2016-08-01 10:42:40,2016-08-02 00:50:40,0.24803151,0.24803151,4.0,3.3255396,15.4353
641514,2016-08-01,2016-08-01,1220,1420,38.68,-85.16,38.6793,-85.1609,85.3169,69.9269,76.1519,2016-08-01 10:42:58,2016-08-02 00:51:17,0.28346455,0.28346455,4.0,3.613984,14.9879
650390,2016-08-01,2016-08-01,1418,1615,37.08,-88.63,37.03,-88.7244,90.5585,75.348495,80.58726,2016-08-01 10:59:58,2016-08-02 01:01:08,0.42519692,0.42519692,5.0,4.740118,18.5671
654133,2016-08-01,2016-08-01,1421,1600,36.9373,-88.5241,36.929,-88.5239,90.284004,75.614,80.916504,2016-08-01 11:00:16,2016-08-02 01:00:51,0.41338584,0.41338584,4.0,4.9518104,18.119701
650392,2016-08-01,2016-08-01,1425,1615,37.02,-88.28,37.03,-88.3863,90.5225,76.7525,81.30499,2016-08-01 10:59:10,2016-08-02 01:00:03,0.37401575,0.37401575,8.0,5.027032,17.6723
642192,2016-08-01,2016-08-01,1623,1623,38.0265,-84.1855,38.0276,-84.1714,84.7913,69.1313,75.52879,2016-08-01 10:40:26,2016-08-02 00:45:37,0.23622048,0.23622048,4.0,4.787389,16.330101
640987,2016-08-01,2016-08-01,1630,1745,38.0668,-82.8951,38.0271,-82.8452,84.5816,69.3716,76.09535,2016-08-01 10:34:55,2016-08-02 00:40:25,0.21259841,0.21259841,6.0,4.787389,18.5671
641166,2016-08-01,2016-08-01,1700,1815,38.2558,-82.6691,38.2436,-82.6544,83.975,69.665,76.0775,2016-08-01 10:33:51,2016-08-02 00:40:17,0.2952756,0.2952756,9.0,4.6062646,17.2249
642194,2016-08-01,2016-08-01,1709,1709,37.9208,-84.2581,37.9083,-84.2696,85.596794,69.1268,76.3793,2016-08-01 10:40:38,2016-08-02 00:45:30,0.23622048,0.23622048,4.0,4.787389,16.330101
642195,2016-08-01,2016-08-01,1810,1810,37.96,-84.22,37.9616,-84.2205,85.118904,69.4589,75.8564,2016-08-01 10:40:38,2016-08-02 00:45:30,0.23622048,0.23622048,4.0,4.787389,16.330101
642478,2016-08-02,2016-08-02,200,400,37.1675,-84.6519,37.1675,-84.6507,83.662704,70.7027,76.77396,2016-08-02 10:44:53,2016-08-03 00:44:37,0.37007877,0.37007877,11.0,6.814594,17.6723
642482,2016-08-04,2016-08-04,1621,1651,37.1467,-83.7795,37.1472,-83.772,87.4526,70.3526,77.5751,2016-08-04 10:43:11,2016-08-05 00:39:17,0.08267716,0.08267716,3.0,5.2795095,13.422
642483,2016-08-04,2016-08-04,1900,2030,36.9127,-83.5386,36.9248,-83.5349,85.8425,69.9125,76.19751,2016-08-04 10:42:46,2016-08-05 00:38:00,0.1023622,0.1023622,2.0,5.2414584,14.093101
652342,2016-08-05,2016-08-05,1400,1500,37.5797,-86.9797,37.5815,-86.9868,89.6513,73.0013,79.263794,2016-08-05 10:55:56,2016-08-06 00:51:51,0.5787401,0.5787401,3.0,5.9058495,14.093101
652348,2016-08-05,2016-08-05,1625,1730,37.1803,-88.8948,37.1353,-88.7654,93.2036,75.8336,83.0111,2016-08-05 11:04:30,2016-08-06 00:58:42,0.13385826,0.13385826,2.0,5.6103673,17.2249
652346,2016-08-05,2016-08-05,1640,1730,36.9938,-89.0767,37.0021,-89.0681,93.416,76.136,83.201,2016-08-05 11:05:16,2016-08-06 00:58:54,0.20078743,0.20078743,3.0,5.8718586,17.896
654136,2016-08-06,2016-08-06,1215,1315,36.87,-88.35,36.8426,-88.3754,84.6023,76.4123,80.087296,2016-08-06 11:03:32,2016-08-07 00:54:44,0.13779528,0.13779528,6.0,5.07163,16.1064
642489,2016-08-08,2016-08-08,1200,1300,36.9303,-83.4183,36.935,-83.417,81.6998,67.119804,72.6623,2016-08-08 10:45:07,2016-08-09 00:32:46,0.27559057,0.27559057,12.0,6.3271914,13.869399
642487,2016-08-08,2016-08-08,1230,1330,36.7621,-83.7821,36.7661,-83.7883,85.9937,70.2437,76.65245,2016-08-08 10:46:52,2016-08-09 00:33:59,0.14173228,0.14173228,9.0,6.219504,12.974601
654082,2016-08-17,2016-08-17,600,900,37.07,-88.98,37.1385,-89.003,79.3283,69.878296,74.517044,2016-08-17 11:14:41,2016-08-18 00:44:26,0.047244098,0.047244098,4.0,5.5022926,14.5405
654084,2016-08-17,2016-08-17,707,900,37.168,-88.8531,37.1615,-88.8046,79.817,70.097,74.81451,2016-08-17 11:14:06,2016-08-18 00:44:03,0.027559057,0.027559057,4.0,4.8186455,14.093101
654089,2016-08-17,2016-08-17,830,1030,37.7763,-87.1051,37.75,-87.2066,81.1121,72.742096,75.498344,2016-08-17 11:06:18,2016-08-18 00:38:15,0.488189,0.488189,16.0,6.5334187,17.6723
645405,2016-08-17,2016-08-17,1000,1200,39.0317,-84.4706,39.0317,-84.4703,79.6415,70.9115,73.8815,2016-08-17 10:53:36,2016-08-18 00:29:38,0.44094488,0.44094488,16.0,4.4120536,11.6324
643572,2016-08-17,2016-08-17,1615,1655,38.494,-82.6721,38.4703,-82.6927,80.1482,72.4982,75.21695,2016-08-17 10:47:26,2016-08-18 00:21:39,0.6338584,0.6338584,9.0,5.884628,17.896
647034,2016-08-28,2016-08-28,1617,1617,37.5649,-84.3192,37.5555,-84.3209,86.1323,70.7423,77.20355,2016-08-28 11:04:56,2016-08-29 00:11:57,0.17716536,0.17716536,4.0,5.8333826,19.461899
649187,2016-08-28,2016-08-28,1816,2016,38.9838,-84.6122,38.9842,-84.6111,86.9243,72.8843,79.0418,2016-08-28 11:04:11,2016-08-29 00:14:25,0.1496063,0.1496063,9.0,4.0016675,15.4353
649188,2016-08-28,2016-08-28,1830,2030,39.036,-84.5604,39.0621,-84.5916,87.0296,72.9896,79.1471,2016-08-28 11:04:04,2016-08-29 00:14:28,0.1496063,0.1496063,9.0,4.0016675,15.4353
649190,2016-08-28,2016-08-28,1830,2030,39.08,-84.51,39.0848,-84.5137,88.725204,73.4252,80.0327,2016-08-28 11:04:04,2016-08-29 00:14:28,0.1496063,0.1496063,9.0,4.0016675,15.4353
649191,2016-08-28,2016-08-28,1849,2049,38.99,-84.64,38.9939,-84.6208,86.9945,72.9545,79.112,2016-08-28 11:04:41,2016-08-29 00:14:55,0.1929134,0.1929134,9.0,3.5861838,14.5405
649193,2016-08-28,2016-08-28,1850,2050,39.0554,-84.4382,39.0564,-84.4416,88.8395,73.359505,79.993256,2016-08-28 11:03:35,2016-08-29 00:13:59,0.1496063,0.1496063,9.0,4.0016675,15.4353
649196,2016-08-28,2016-08-28,1850,2050,39.09,-84.49,39.089,-84.492,88.748604,73.4486,80.0561,2016-08-28 11:03:35,2016-08-29 00:13:59,0.1496063,0.1496063,9.0,4.0016675,15.4353
650357,2016-09-18,2016-09-18,620,815,37.8651,-83.9387,37.8651,-83.9382,76.147705,69.9377,71.80145,2016-09-18 11:20:51,2016-09-18 23:38:40,1.0866141,1.0866141,18.0,5.4152036,15.4353
650359,2016-09-18,2016-09-18,815,930,37.8454,-83.8621,37.8453,-83.8614,76.0541,69.754105,71.7266,2016-09-18 11:20:22,2016-09-18 23:38:11,1.015748,1.015748,17.0,6.203391,17.4486
658206,2016-10-19,2016-10-19,2101,2300,38.9557,-84.6469,38.9564,-84.6467,77.3213,67.1513,70.88629,2016-10-19 11:53:06,2016-10-19 22:54:05,0.16141734,0.16141734,12.0,7.9342575,17.896
658207,2016-10-19,2016-10-19,2110,2310,38.96,-84.38,38.9682,-84.4203,77.596695,67.2467,71.082954,2016-10-19 11:51:37,2016-10-19 22:52:37,0.16141734,0.16141734,12.0,7.4764,17.4486
676345,2017-03-01,2017-03-01,530,630,38.5957,-83.3802,38.5967,-83.3749,67.46,42.440002,57.94625,2017-03-01 12:04:58,2017-03-01 23:26:31,0.8188977,0.8188977,15.0,19.533762,58.3857
676346,2017-03-01,2017-03-01,530,630,38.57,-83.43,38.5581,-83.4328,67.369995,42.08,57.96125,2017-03-01 12:04:56,2017-03-01 23:26:36,0.79921263,0.79921263,12.0,18.427776,53.688
676349,2017-03-01,2017-03-01,630,800,38.5332,-83.5826,38.574,-83.308,66.74,42.08,57.60125,2017-03-01 12:05:55,2017-03-01 23:27:35,0.77952754,0.77952754,14.0,21.849432,53.4643
676367,2017-03-01,2017-03-01,645,745,39.05,-84.81,39.0579,-84.8103,62.06,41.36,54.50375,2017-03-01 12:11:00,2017-03-01 23:31:54,0.6653544,0.6653544,14.0,21.12396,51.6747
675717,2017-03-01,2017-03-01,700,700,37.81,-86.8,37.8104,-86.7956,65.21,42.71,58.234997,2017-03-01 12:17:44,2017-03-01 23:40:37,0.34251967,0.34251967,9.0,17.507296,51.003597
673714,2017-03-01,2017-03-01,830,1140,38.5528,-83.0968,38.5412,-83.1099,67.82,42.53,58.4075,2017-03-01 12:03:58,2017-03-01 23:25:37,0.56299216,0.56299216,11.0,19.989569,56.819798
680040,2017-04-11,2017-04-11,1930,2100,36.87,-83.88,36.8629,-83.8792,74.75,54.68,64.1825,2017-04-11 11:06:02,2017-04-12 00:06:30,0.18503939,0.18503939,8.0,10.551908,25.949202
681837,2017-04-16,2017-04-16,2037,2200,39.0569,-84.4351,39.0564,-84.4347,73.67,62.33,66.91625,2017-04-16 10:58:49,2017-04-17 00:16:02,0.49212596,0.49212596,13.0,15.198436,34.6735
681840,2017-04-16,2017-04-16,2037,2200,39.0708,-84.5064,39.0707,-84.5069,72.86,62.06,66.6875,2017-04-16 10:59:19,2017-04-17 00:16:31,0.44488192,0.44488192,11.0,16.311703,35.792
681252,2017-04-21,2017-04-21,1800,2000,36.8941,-84.1248,36.8943,-84.1217,72.86,60.980003,66.121254,2017-04-21 10:53:39,2017-04-22 00:16:14,0.73622054,0.73622054,15.0,6.9670963,27.5151
681544,2017-04-22,2017-04-22,1050,1410,36.77,-83.17,36.763,-83.1657,62.0699,49.5599,56.433647,2017-04-22 10:48:53,2017-04-23 00:13:11,1.4763778,1.4763778,22.0,8.992629,39.8186
684594,2017-04-29,2017-04-29,29,29,38.35,-85.6,38.3496,-85.6027,82.31,62.42,70.67375,2017-04-29 10:47:25,2017-04-30 00:32:07,2.011811,2.011811,10.0,12.924363,30.6469
687747,2017-04-29,2017-04-29,142,300,37.8493,-87.5821,37.8462,-87.5658,84.65,63.95,71.85875,2017-04-29 10:56:11,2017-04-30 00:39:07,0.92913395,0.92913395,13.0,11.959063,35.5683
684595,2017-04-29,2017-04-29,220,220,38.4157,-85.6004,38.4069,-85.6044,81.86,62.239998,70.137505,2017-04-29 10:47:16,2017-04-30 00:32:13,1.8228345,1.8228345,8.0,12.811586,33.7787
688084,2017-04-29,2017-04-29,800,1000,38.64,-85.01,38.6369,-85.017,77.27,62.69,68.49875,2017-04-29 10:44:22,2017-04-30 00:30:05,1.1338583,1.1338583,5.0,13.735253,31.5417
688085,2017-04-29,2017-04-29,830,1030,38.9618,-84.657,38.9616,-84.6579,76.19,62.42,67.67375,2017-04-29 10:42:35,2017-04-30 00:29:36,1.3385828,1.3385828,12.0,12.025825,27.291399
689605,2017-04-30,2017-04-30,1050,1600,36.5888,-88.9515,36.6762,-89.0181,76.55,65.21,72.1025,2017-04-30 11:02:40,2017-05-01 00:43:12,1.2086614,1.2086614,19.0,17.699179,51.2273
689606,2017-04-30,2017-04-30,1146,1600,37.0536,-88.9117,37.1095,-88.9295,73.94,65.39,68.735,2017-04-30 11:01:45,2017-05-01 00:44:02,1.6220473,1.6220473,21.0,18.176226,46.3059
687766,2017-05-19,2017-05-19,740,740,36.75,-86.23,36.7458,-86.2102,80.24,66.02,72.792496,2017-05-19 10:34:04,2017-05-20 00:48:45,0.54724413,0.54724413,8.0,9.280181,28.409899
687768,2017-05-19,2017-05-19,800,800,36.75,-86.23,36.7705,-86.1931,80.24,66.02,72.792496,2017-05-19 10:34:04,2017-05-20 00:48:45,0.54724413,0.54724413,8.0,9.280181,28.409899
687770,2017-05-19,2017-05-19,817,817,36.75,-86.2,36.7566,-86.1922,80.24,66.02,72.792496,2017-05-19 10:34:04,2017-05-20 00:48:45,0.54724413,0.54724413,8.0,9.280181,28.409899
687772,2017-05-19,2017-05-19,840,840,36.75,-86.2,36.761,-86.1774,80.24,66.02,72.792496,2017-05-19 10:34:04,2017-05-20 00:48:45,0.54724413,0.54724413,8.0,9.280181,28.409899
688102,2017-05-19,2017-05-19,940,940,37.2948,-83.1763,37.2976,-83.1722,80.15,64.22,70.64749,2017-05-19 10:20:37,2017-05-20 00:38:01,0.7322835,0.7322835,14.0,7.327669,27.5151
688103,2017-05-19,2017-05-19,954,1006,37.5312,-82.3575,37.5419,-82.3607,81.5153,65.405304,71.919044,2017-05-19 10:16:38,2017-05-20 00:35:04,0.49606302,0.49606302,6.0,8.71282,31.7654
688104,2017-05-19,2017-05-19,1057,1057,37.5361,-82.6405,37.5358,-82.6393,81.95,64.58,71.91499,2017-05-19 10:17:51,2017-05-20 00:36:39,0.39763784,0.39763784,8.0,8.701326,30.6469
688107,2017-05-19,2017-05-19,1132,1145,37.48,-82.75,37.565,-82.7823,82.913,65.633,72.8405,2017-05-19 10:18:04,2017-05-20 00:36:31,0.4527559,0.4527559,9.0,8.249648,30.4232
688945,2017-05-20,2017-05-20,1540,1740,38.33,-82.8,38.3268,-82.7864,82.85,63.05,71.6975,2017-05-20 10:15:43,2017-05-21 00:39:59,0.11811024,0.11811024,5.0,7.651717,23.7122
688949,2017-05-20,2017-05-20,1545,1745,38.3643,-82.7709,38.3699,-82.7914,82.85,63.05,71.6975,2017-05-20 10:15:43,2017-05-21 00:39:59,0.11811024,0.11811024,5.0,7.651717,23.7122
691229,2017-05-20,2017-05-20,1730,1830,38.34,-83.34,38.3478,-83.3396,82.130005,65.3,71.70125,2017-05-20 10:17:40,2017-05-21 00:41:56,0.21259846,0.21259846,5.0,7.1723676,23.0411
691230,2017-05-20,2017-05-20,2000,2100,38.6819,-85.17,38.6753,-85.1675,78.71,62.42,69.44375,2017-05-20 10:24:25,2017-05-21 00:50:31,0.2007874,0.2007874,4.0,10.841952,29.7521
688286,2017-05-20,2017-05-20,2138,2348,37.6912,-82.9715,37.6662,-82.955,83.84,64.58,73.01,2017-05-20 10:18:09,2017-05-21 00:39:12,0.17716536,0.17716536,5.0,6.514242,19.238201
687774,2017-05-21,2017-05-21,1656,1656,37.19,-85.92,37.1902,-85.9019,75.56,66.380005,70.0475,2017-05-21 10:30:24,2017-05-22 00:50:29,0.6496064,0.6496064,19.0,9.71229,26.844
688609,2017-05-24,2017-05-24,1330,1530,37.3019,-82.3519,37.3032,-82.3457,74.8193,60.0593,66.26181,2017-05-24 10:14:01,2017-05-25 00:38:40,0.56299216,0.56299216,15.0,10.1284485,35.3446
688608,2017-05-24,2017-05-24,1555,1655,37.6927,-82.4095,37.6937,-82.4018,70.376,56.876,62.261005,2017-05-24 10:13:09,2017-05-25 00:40:01,0.83858263,0.83858263,16.0,10.106191,27.067701
691253,2017-05-24,2017-05-24,1830,1900,38.74,-84.98,38.7354,-84.9494,65.03,58.280003,61.628754,2017-05-24 10:20:30,2017-05-25 00:53:02,0.6496063,0.6496063,16.0,6.002501,17.2249
691257,2017-05-24,2017-05-24,1845,1915,38.78,-84.91,38.7812,-84.9075,65.03,58.280003,61.628754,2017-05-24 10:20:30,2017-05-25 00:53:02,0.6496063,0.6496063,16.0,6.002501,17.2249
689886,2017-05-27,2017-05-27,1600,1700,37.7096,-83.9738,37.7044,-83.9701,79.16,66.47,71.34125,2017-05-27 10:17:46,2017-05-28 00:48:31,0.08661418,0.08661418,6.0,10.0041685,25.278101
692708,2017-05-27,2017-05-27,1715,1745,38.4586,-83.3795,38.4643,-83.3828,78.35,65.75,70.1525,2017-05-27 10:13:20,2017-05-28 00:48:20,0.21653545,0.21653545,11.0,10.444659,25.278101
691150,2017-05-27,2017-05-27,1825,1825,37.23,-85.5,37.2328,-85.5054,80.24,66.83,71.72375,2017-05-27 10:25:02,2017-05-28 00:53:09,0.63385826,0.63385826,13.0,8.750073,21.6989
689887,2017-05-27,2017-05-27,1830,1900,37.09,-82.84,37.0898,-82.8266,76.882095,65.2721,70.728355,2017-05-27 10:15:00,2017-05-28 00:42:21,0.27165353,0.27165353,10.0,10.756225,26.1729
691147,2017-05-27,2017-05-27,1835,1835,37.35,-85.35,37.356,-85.3329,79.52,65.84,70.64,2017-05-27 10:24:08,2017-05-28 00:53:00,0.53937006,0.53937006,14.0,9.845341,23.9359
691148,2017-05-27,2017-05-27,1905,1905,37.35,-85.35,37.3546,-85.3391,79.52,65.84,70.64,2017-05-27 10:24:08,2017-05-28 00:53:00,0.53937006,0.53937006,14.0,9.845341,23.9359
689888,2017-05-27,2017-05-28,1910,5,37.18,-84.64,37.1552,-84.6428,78.35,65.48,70.2125,2017-05-27 10:21:55,2017-05-28 00:49:39,0.35433072,0.35433072,8.0,8.931207,22.8174
691149,2017-05-27,2017-05-27,1914,1914,37.29,-85.1,37.2936,-85.098,78.71,65.84,70.505005,2017-05-27 10:23:23,2017-05-28 00:51:53,0.6417323,0.6417323,12.0,8.914382,27.738798
691151,2017-05-27,2017-05-27,2009,2009,37.35,-85.35,37.3618,-85.3527,79.52,65.84,70.64,2017-05-27 10:24:08,2017-05-28 00:53:00,0.53937006,0.53937006,14.0,9.845341,23.9359
691152,2017-05-27,2017-05-27,2028,2028,37.32,-84.93,37.3307,-84.9172,78.35,65.93,70.355,2017-05-27 10:22:55,2017-05-28 00:51:24,0.5984252,0.5984252,11.0,9.621701,28.6336
691155,2017-05-27,2017-05-27,2033,2033,36.7,-85.14,36.7016,-85.1265,78.17,66.65,71.02251,2017-05-27 10:25:05,2017-05-28 00:50:35,0.3031496,0.3031496,10.0,10.135856,23.9359
691156,2017-05-27,2017-05-27,2102,2102,36.8,-85.37,36.7965,-85.3569,78.35,66.380005,71.15,2017-05-27 10:25:49,2017-05-28 00:51:42,0.4370079,0.4370079,13.0,9.003752,22.8174
689894,2017-05-27,2017-05-28,2140,6,36.8436,-83.7814,36.8398,-83.7819,77.81,64.85,69.4325,2017-05-27 10:18:59,2017-05-28 00:45:13,0.42125985,0.42125985,12.0,8.643624,24.607
689901,2017-05-27,2017-05-28,2145,203,36.7975,-83.339,36.8011,-83.3379,77.4257,64.1957,69.213196,2017-05-27 10:17:47,2017-05-28 00:43:39,0.3031496,0.3031496,13.0,8.503543,27.9625
689907,2017-05-27,2017-05-28,2255,5,37.17,-84.56,37.1558,-84.5587,78.17,66.11,70.2125,2017-05-27 10:21:26,2017-05-28 00:49:10,0.4291339,0.4291339,10.0,8.905957,25.0544
689910,2017-05-27,2017-05-28,2344,5,37.1645,-84.5022,37.1628,-84.5016,78.17,66.11,70.2125,2017-05-27 10:21:26,2017-05-28 00:49:10,0.4291339,0.4291339,10.0,8.905957,25.0544
693427,2017-06-14,2017-06-14,1537,1550,37.72,-83.05,37.7176,-83.0326,85.729996,66.56,73.655,2017-06-14 10:09:49,2017-06-15 00:55:08,0.2086614,0.2086614,2.0,7.6582546,19.461899
693428,2017-06-14,2017-06-14,1625,1625,37.33,-82.88,37.3301,-82.8795,81.5,63.5,71.911255,2017-06-14 10:10:21,2017-06-15 00:53:09,0.055118114,0.055118114,8.0,5.733881,14.3168
703397,2017-06-17,2017-06-17,1735,1930,36.85,-88.36,36.8544,-88.4207,90.32,68.09,78.6125,2017-06-17 10:33:49,2017-06-18 01:14:55,0.047244098,0.047244098,2.0,9.398062,27.5151
703398,2017-06-17,2017-06-17,1745,2100,36.65,-88.45,36.7102,-88.2828,89.15,67.64,77.43126,2017-06-17 10:34:56,2017-06-18 01:14:48,0.003937008,0.003937008,1.0,9.712292,26.844
694330,2017-06-18,2017-06-18,1540,1540,37.9,-85.31,37.8987,-85.3058,86.810005,70.07,77.43125,2017-06-18 10:18:33,2017-06-19 01:06:08,0.4566929,0.4566929,7.0,12.374472,33.555
703402,2017-06-18,2017-06-18,1615,1900,37.02,-88.53,37.03,-88.67,85.91,70.97,76.1975,2017-06-18 10:34:27,2017-06-19 01:16:32,0.6574803,0.6574803,10.0,13.505627,28.186201
694553,2017-06-18,2017-06-18,1949,2049,38.3884,-83.2797,38.3894,-83.2797,87.35,70.43,77.138756,2017-06-18 10:09:03,2017-06-19 00:59:39,0.24015749,0.24015749,9.0,13.320954,38.2527
697593,2017-06-23,2017-06-23,1640,1640,37.74,-85.78,37.7445,-85.7698,80.6,71.06,74.1275,2017-06-23 10:22:16,2017-06-24 01:08:31,1.5866141,1.5866141,14.0,14.014764,40.9371
702394,2017-06-23,2017-06-23,1645,1645,37.75,-85.97,37.7517,-85.9703,80.33,70.7,73.658745,2017-06-23 10:23:00,2017-06-24 01:09:40,1.5944883,1.5944883,13.0,13.658528,38.923798
697594,2017-06-23,2017-06-23,1654,1654,37.69,-86.07,37.6832,-86.0379,80.6,70.880005,73.775,2017-06-23 10:23:14,2017-06-24 01:09:29,1.4566928,1.4566928,11.0,12.630633,39.1475
702395,2017-06-23,2017-06-23,1745,1745,37.84,-85.73,37.841,-85.7333,80.51,71.06,74.22875,2017-06-23 10:21:48,2017-06-24 01:08:54,1.574803,1.574803,14.0,16.311703,38.476402
702396,2017-06-23,2017-06-23,1747,1747,38.11,-84.92,38.1126,-84.9393,80.33,70.16,73.18625,2017-06-23 10:17:27,2017-06-24 01:06:16,1.027559,1.027559,14.0,13.735253,35.1209
702400,2017-06-23,2017-06-23,1747,1747,37.87,-85.43,37.8808,-85.426,79.97,70.880005,73.79375,2017-06-23 10:20:21,2017-06-24 01:07:27,2.409449,2.409449,14.0,16.711752,40.042297
702399,2017-06-23,2017-06-23,1747,1747,38.3,-84.97,38.2974,-84.9484,79.25,70.16,72.86,2017-06-23 10:17:27,2017-06-24 01:07:08,0.8267717,0.8267717,13.0,11.8561,34.4498
702398,2017-06-23,2017-06-23,1747,1747,38.1993,-84.8628,38.1997,-84.8622,79.61,70.07,73.12625,2017-06-23 10:17:13,2017-06-24 01:06:27,0.9488189,0.9488189,14.0,12.473155,35.5683
702397,2017-06-23,2017-06-23,1747,1747,38.17,-84.86,38.1725,-84.8591,79.61,70.07,73.12625,2017-06-23 10:17:13,2017-06-24 01:06:27,0.9488189,0.9488189,14.0,12.473155,35.5683
702401,2017-06-23,2017-06-23,1800,1800,37.92,-85.01,37.9246,-85.0122,80.96,70.07,73.7825,2017-06-23 10:18:40,2017-06-24 01:06:11,2.6732285,2.6732285,14.0,15.039563,38.029
702403,2017-06-23,2017-06-23,1800,1800,38.07,-84.98,38.078,-84.9815,80.33,69.89,73.066246,2017-06-23 10:18:11,2017-06-24 01:06:34,1.2283465,1.2283465,12.0,13.124157,36.9105
