event_id,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_100cm_mean,soil_temperature_0_to_7cm_mean,soil_temperature_28_to_100cm_mean,soil_temperature_7_to_28cm_mean
632105,0.30397627,0.289875,0.31083328,0.28516665,67.20665,71.88575,65.78075,70.53575
632116,0.285035,0.27775002,0.29958323,0.2375833,71.090225,75.96665,69.47165,75.014145
633825,0.28643918,0.26816666,0.303,0.23575,71.42598,78.54125,69.395,76.0175
638248,0.40360793,0.46416664,0.39183328,0.42379165,69.775955,74.70965,68.199646,73.5359
633826,0.2834521,0.26008338,0.3005001,0.23279166,70.95174,78.0929,68.9129,75.561646
633828,0.28340292,0.26766664,0.30008328,0.23145837,71.03855,78.14495,69.00995,75.624954
633827,0.28643918,0.26816666,0.303,0.23575,71.332375,78.44765,69.30139,75.923904
638279,0.3339429,0.40929165,0.32545832,0.3379167,70.35433,75.53629,68.752556,74.1188
634135,0.30136916,0.3260417,0.29145828,0.32712492,69.68742,75.263145,67.9019,73.950645
642486,0.27250087,0.21283333,0.29354176,0.22024997,74.76905,77.6702,74.1527,75.91521
642488,0.26065084,0.21320832,0.2788333,0.21412496,75.21354,78.77225,74.336006,77.035995
642490,0.25471416,0.20729168,0.27337492,0.20654166,74.809364,78.17299,74.014244,76.41425
642493,0.26737335,0.2079583,0.28858337,0.21445835,74.63395,77.42495,73.993706,75.8987
642495,0.3591863,0.41212502,0.367,0.31474996,72.82696,75.45574,71.99826,74.792
642180,0.40502837,0.47545835,0.393,0.42279172,73.1129,76.92261,71.9201,75.932594
645195,0.35198334,0.4092083,0.34154168,0.36870834,74.730835,79.522995,73.26425,78.16175
645330,0.36481833,0.42620835,0.36641678,0.33887497,73.39603,78.39079,71.8583,77.003296
642181,0.40007082,0.44733334,0.38399994,0.43941674,72.73947,77.42915,71.3204,76.04165
645432,0.38194546,0.44554162,0.37300006,0.39141664,73.682076,78.3866,72.2441,77.0441
645435,0.38191,0.434625,0.37749994,0.37945834,73.5108,78.68795,71.97545,77.0492
642182,0.40374172,0.45791674,0.38495848,0.45008323,73.057175,77.92685,71.611855,76.38935
642183,0.4049454,0.45854166,0.38695836,0.44875002,73.41237,78.294205,71.9492,76.801704
642184,0.4116809,0.46370837,0.39108327,0.46495843,73.43143,77.85784,72.075356,76.60535
642185,0.41443297,0.46279165,0.39699998,0.45808327,74.495155,78.3251,73.2551,77.4701
646563,0.36753333,0.43270838,0.3715,0.33220834,73.79656,78.552956,72.32421,77.25921
646564,0.3705913,0.4173751,0.37345842,0.34516668,74.69326,79.28584,73.267105,78.0521
645394,0.37117335,0.4333333,0.37558332,0.33533332,74.14865,79.1279,72.610405,77.7629
646565,0.40012756,0.4631251,0.3742917,0.46770835,74.26967,77.96045,73.14171,76.9067
646566,0.39342833,0.4565833,0.37300006,0.44241667,74.603226,78.4226,73.435104,77.3351
646568,0.28808334,0.38283336,0.27262494,0.3095,74.818405,78.7415,73.633995,77.571495
642186,0.40460965,0.45183334,0.38358322,0.46095836,73.69025,77.28125,72.634995,76.11125
647420,0.31569836,0.39370826,0.29799995,0.35037503,75.599106,79.56349,74.39975,78.389755
642187,0.42521337,0.4697083,0.40270838,0.48754165,73.8821,77.487495,72.83,76.2875
646583,0.29044548,0.37116668,0.27099994,0.33020833,75.39088,79.4249,74.20489,78.11241
642188,0.42731583,0.43445835,0.41099998,0.48087502,74.19572,77.8406,73.13809,76.60684
642189,0.42401376,0.437875,0.40616667,0.48058334,72.228645,76.1513,71.013794,75.08629
646591,0.39604416,0.4589167,0.37341666,0.45266664,74.216034,77.93855,73.08229,76.8623
642190,0.42521337,0.4697083,0.40270838,0.48754165,73.8587,77.464096,72.806595,76.2641
642191,0.42521337,0.4697083,0.40270838,0.48754165,74.139496,77.7449,73.087395,76.5449
637123,0.35562086,0.41383335,0.33383334,0.4109167,70.839836,73.52689,69.85939,73.30565
637124,0.35009503,0.41425002,0.32645836,0.40974995,70.902466,73.956955,69.87321,73.4132
637125,0.3627675,0.41474998,0.34379163,0.41049996,70.97694,73.900696,69.948204,73.52945
634805,0.3281342,0.4189167,0.2962083,0.40733325,71.96315,74.6141,71.08534,74.0891
634806,0.40795913,0.45854166,0.38554168,0.46795833,72.100365,75.63455,70.980804,74.7608
634811,0.3323929,0.4219167,0.2984167,0.41904163,70.532196,73.95321,69.4982,72.93694
634810,0.3098721,0.4094583,0.2725417,0.4046667,70.914505,74.10185,69.92436,73.24686
646745,0.30593792,0.3526667,0.29166663,0.3392917,75.817024,80.932846,74.385345,79.02035
646749,0.29650998,0.336375,0.29466674,0.28954163,75.90088,80.956856,74.4356,79.23935
634809,0.3138438,0.41375002,0.276875,0.40729165,71.150604,74.5184,70.11215,73.5884
646761,0.30222714,0.33445835,0.289,0.33683336,75.45204,79.4837,74.263695,78.18245
646758,0.31271294,0.32966667,0.30258337,0.34179166,74.61724,78.5183,73.4108,77.4533
646763,0.30191082,0.33383334,0.28908333,0.33525,75.09778,78.88385,73.9601,77.73635
642090,0.4013001,0.3515,0.41045836,0.38650003,75.79516,82.15805,73.96054,79.9643
642092,0.4013001,0.3515,0.41045836,0.38650003,75.76006,82.122955,73.925446,79.9292
646788,0.26855168,0.23929167,0.2725416,0.264625,77.609566,82.94915,75.93666,81.56541
642097,0.35517082,0.32695836,0.35945845,0.349875,76.7282,82.88646,74.85394,81.101456
642095,0.29592833,0.2552084,0.304375,0.28054163,74.81675,79.711395,73.3289,78.28639
642098,0.35123882,0.3285,0.35462502,0.3472083,76.683655,82.55345,74.87346,80.93346
642450,0.26676875,0.22399998,0.2783333,0.24137497,75.257706,80.291306,73.695045,78.93755
642451,0.31552586,0.4198333,0.30570826,0.31441674,76.2502,80.776855,74.799355,79.71561
642453,0.35824835,0.4523333,0.3497083,0.3561666,75.409744,80.331505,73.8665,79.06026
642105,0.31298003,0.397125,0.29245836,0.35529163,74.64305,75.4598,73.97104,76.674805
642210,0.32382292,0.4069167,0.30216667,0.370375,74.97309,75.65315,74.344406,76.9019
642106,0.32462206,0.40233338,0.30654162,0.36070833,74.29209,75.001854,73.65185,76.2506
642661,0.29975125,0.37849998,0.28100002,0.33779168,76.02826,77.98295,75.129196,78.4592
642107,0.347085,0.4132501,0.329375,0.38575003,74.221664,74.642296,73.6523,76.03355
642458,0.34268546,0.41429165,0.32216665,0.38916668,74.06634,74.57855,73.47229,75.9323
642454,0.32338667,0.4130417,0.29975,0.37454167,73.69003,74.31801,73.08049,75.570496
646931,0.36938417,0.44841662,0.36079168,0.37250003,77.1125,78.797295,76.457306,78.7973
642464,0.35640457,0.41758332,0.33408332,0.41254172,73.10904,73.50425,72.945496,73.538
642109,0.36147663,0.4150417,0.34020832,0.41654173,73.81438,73.66745,73.79495,73.92995
641513,0.30891123,0.37574998,0.284875,0.36904165,74.69618,76.09715,74.15466,76.0859
641514,0.30495456,0.37795833,0.28012505,0.36574998,74.74074,76.21191,74.19815,76.11066
650390,0.29695296,0.3554167,0.27612498,0.34887496,79.37146,82.67975,78.348495,81.77599
654133,0.29406795,0.34679165,0.27654165,0.33658335,78.18346,81.25775,77.23401,80.413994
650392,0.27126336,0.33433333,0.25500008,0.306,78.180244,81.31999,77.198746,80.49875
642192,0.36027336,0.38408336,0.3517917,0.38141665,73.40417,75.3188,72.76131,74.970055
640987,0.3371525,0.37012497,0.3242083,0.3705417,73.898895,75.89285,73.24159,75.487854
641166,0.44443998,0.46362504,0.4365416,0.465125,73.42618,75.7925,72.63501,75.350006
642194,0.35730758,0.37712494,0.34904167,0.37904167,73.770615,75.7343,73.11304,75.37055
642195,0.36027336,0.38408336,0.3517917,0.38141665,73.73177,75.6464,73.08889,75.29765
642478,0.4346683,0.47395837,0.41958335,0.47329167,74.43275,76.92395,73.6127,76.41395
642482,0.32499,0.37174997,0.30641654,0.37308335,74.56895,77.5826,73.66386,76.6676
642483,0.3219771,0.36358333,0.3061249,0.36245838,73.47512,76.31,72.627495,75.43625
652342,0.288205,0.35875,0.2649999,0.34425005,77.65753,80.2763,76.781296,79.7888
652348,0.31876293,0.3844167,0.29358336,0.38320827,79.49323,83.5961,78.37236,81.968605
652346,0.29635626,0.37225,0.2675834,0.3697083,78.81486,82.98725,77.67349,81.33726
654136,0.27811334,0.3365833,0.25945842,0.32258335,78.01697,80.424805,77.147285,80.19605
642489,0.3379104,0.38729167,0.322,0.37600002,70.50009,73.01479,69.74855,72.238556
642487,0.36063123,0.41462505,0.34095836,0.4100834,74.1473,76.8887,73.3262,76.0487
654082,0.3277571,0.40608338,0.29704165,0.40695834,76.6157,75.323296,77.12704,75.293304
654084,0.34814167,0.40754172,0.32416672,0.41054174,76.81456,75.70701,77.28575,75.56825
654089,0.29420128,0.40025,0.26920834,0.34454164,76.88791,76.37209,77.002106,76.66835
645405,0.31468832,0.41620836,0.279,0.40320835,74.31601,74.76275,74.1215,74.834
643572,0.33871916,0.3716667,0.33575,0.3379166,75.52498,76.34195,74.9732,77.144455
647034,0.3450108,0.37458327,0.34350002,0.3403333,74.63919,77.48105,73.712296,76.8698
649187,0.301233,0.31354168,0.29645833,0.31349996,74.992325,79.240555,73.600555,78.34805
649188,0.301233,0.31354168,0.29645833,0.31349996,75.09763,79.34585,73.70585,78.453354
649190,0.3035417,0.31654164,0.29799995,0.3182083,76.95819,81.4727,75.5252,80.366455
649191,0.301233,0.31354168,0.29645833,0.31349996,75.06253,79.31075,73.67075,78.41825
649193,0.30369917,0.31866667,0.29799995,0.31824997,76.606895,81.00575,75.19701,79.9745
649196,0.3035417,0.31654164,0.29799995,0.3182083,76.9816,81.4961,75.5486,80.389854
650357,0.30198795,0.40266666,0.296,0.28895834,74.4965,73.30895,74.4902,74.913956
650359,0.2918988,0.39837494,0.283,0.2869167,74.59494,73.28285,74.58785,75.0566
658206,0.2631304,0.26229173,0.2649999,0.257,68.37567,70.95755,67.41754,70.80004
658207,0.25669873,0.256,0.25899997,0.24904169,68.49237,71.33795,67.47546,71.03045
676345,0.4015971,0.4213333,0.3939583,0.42120835,49.51835,55.598747,48.15125,52.17875
676346,0.39177087,0.41920832,0.38083336,0.420125,49.629204,55.838753,48.18125,52.52375
676349,0.39195797,0.4184167,0.38158333,0.41870832,49.605316,55.722496,48.155,52.53875
676367,0.38264835,0.41958332,0.37037504,0.4124166,48.383675,53.1575,47.120003,51.125
675717,0.47602835,0.4953333,0.46866667,0.49483332,52.429886,57.6725,50.99375,55.606255
673714,0.38505077,0.41758335,0.3729583,0.41566667,49.530613,55.86875,48.095,52.34
680040,0.47101417,0.4327917,0.48016667,0.45237496,55.736153,62.048748,53.885,59.978752
681837,0.36958626,0.33650002,0.38270822,0.33562496,58.259975,66.27875,55.756252,64.17125
681840,0.35813752,0.31925002,0.3712916,0.32600006,57.913403,65.8325,55.4375,63.7625
681252,0.45965675,0.4662917,0.4638332,0.44312498,60.678986,66.36125,58.857494,65.03
681544,0.4919571,0.5088333,0.4850417,0.5100417,57.782448,59.114902,56.726147,60.959904
684594,0.40015003,0.419125,0.39058328,0.426625,61.09906,66.901245,59.70125,63.957497
687747,0.36258796,0.4139167,0.35041663,0.3872083,61.420097,68.14625,59.832497,64.62125
684595,0.38445583,0.41595837,0.37295833,0.413375,59.650776,65.6675,58.201252,62.614998
688084,0.37393,0.38587496,0.3702083,0.38270834,58.952976,65.01875,57.43625,62.13125
688085,0.37480378,0.409125,0.36649993,0.39183334,59.37429,64.81625,57.987495,62.315002
689605,0.41626796,0.41354167,0.41612497,0.41766667,64.343445,69.972496,62.386253,69.177505
689606,0.42264497,0.43200004,0.4186667,0.43316665,62.985207,67.381256,61.358757,67.096245
687766,0.46255586,0.44420835,0.4778334,0.41629168,65.721085,73.04,63.34625,71.42375
687768,0.46255586,0.44420835,0.4778334,0.41629168,65.721085,73.04,63.34625,71.42375
687770,0.46255586,0.44420835,0.4778334,0.41629168,65.721085,73.04,63.34625,71.42375
687772,0.46255586,0.44420835,0.4778334,0.41629168,65.721085,73.04,63.34625,71.42375
688102,0.35763004,0.35837495,0.36633337,0.32754162,63.86687,70.01375,61.90625,68.54
688103,0.36924088,0.36233333,0.38104165,0.3310833,64.45996,71.052795,62.40905,69.29405
688104,0.35101628,0.34387496,0.35954177,0.3241667,63.6158,70.18625,61.5725,68.43125
688107,0.33098957,0.34033334,0.33412507,0.317125,64.97098,71.49799,62.929253,69.795494
688945,0.4153113,0.43025002,0.419625,0.3955417,63.696728,70.651245,61.4975,68.91875
688949,0.4153113,0.43025002,0.419625,0.3955417,63.696728,70.651245,61.4975,68.91875
691229,0.33489168,0.3004167,0.3467917,0.3055833,63.461266,69.70625,61.497498,68.1125
691230,0.3639492,0.36404166,0.37720832,0.31845838,63.8129,69.049995,62.082497,68.0
688286,0.3385996,0.32695836,0.34800002,0.31024995,64.2827,70.81625,62.34125,68.76125
687774,0.44503665,0.46916664,0.45733324,0.39483336,65.87094,70.7225,64.06625,70.441246
688609,0.38049415,0.41266665,0.3714583,0.40075,64.66225,65.85305,64.39055,65.1968
688608,0.3686117,0.41054162,0.36358333,0.37187505,61.0937,62.013504,60.88475,61.5035
691253,0.38126957,0.3959583,0.377125,0.39058328,62.350517,63.357502,61.872494,63.653755
691257,0.38126957,0.3959583,0.377125,0.39058328,62.350517,63.357502,61.872494,63.653755
689886,0.3775396,0.38008332,0.37408337,0.3885417,63.35975,68.9825,61.947502,66.3275
692708,0.3513775,0.37412497,0.34391665,0.369375,62.09041,67.7675,60.679996,65.033745
691150,0.48520085,0.48183334,0.48600003,0.4835833,64.22653,69.89,62.866253,67.0025
689887,0.39302382,0.392875,0.3908333,0.40058336,63.62683,68.0771,62.545845,65.849594
691147,0.45858124,0.47662494,0.45075002,0.4794166,63.609722,69.03876,62.318752,66.22626
691148,0.45858124,0.47662494,0.45075002,0.4794166,63.609722,69.03876,62.318752,66.22626
689888,0.46858084,0.4820834,0.4637916,0.48049998,63.15935,68.43875,61.928753,65.61875
691149,0.47751665,0.48329163,0.47483334,0.4847916,63.20686,68.6675,61.928753,65.76875
691151,0.45858124,0.47662494,0.45075002,0.4794166,63.609722,69.03876,62.318752,66.22626
691152,0.48596415,0.48866668,0.48537502,0.48708332,63.00954,68.47626,61.74875,65.51
691155,0.39564705,0.38370827,0.3980416,0.3914167,64.0748,69.24125,62.787506,66.76625
691156,0.47882795,0.47354165,0.47899994,0.48000002,64.18651,69.42125,62.978752,66.5825
689894,0.37259007,0.37825,0.3717499,0.3735834,62.370388,67.055,61.238747,64.68875
689901,0.37080625,0.38775,0.3646666,0.38620827,62.59153,66.644455,61.6082,64.61195
689907,0.4522767,0.47729167,0.4462917,0.46445832,62.919765,68.20625,61.696243,65.35249
689910,0.4522767,0.47729167,0.4462917,0.46445832,62.919765,68.20625,61.696243,65.35249
693427,0.25257498,0.26324996,0.26179174,0.21741666,67.17215,73.08875,65.35249,71.43874
693428,0.34460247,0.380625,0.342625,0.33937493,65.459114,70.625,63.923744,69.00125
703397,0.2797929,0.22729163,0.29545838,0.24358337,72.529625,77.35249,71.04125,76.025
703398,0.30285838,0.26345834,0.31487504,0.27479163,71.87573,76.122505,70.5425,75.03125
694330,0.32601875,0.30125,0.3416667,0.28062502,70.40098,76.13374,68.637505,74.53625
703402,0.28397205,0.30858332,0.28800008,0.2619584,74.27132,77.405,73.03624,77.46125
694553,0.21681833,0.24845831,0.22366667,0.18279165,69.3206,76.09625,67.25,74.161255
697593,0.28027377,0.40175,0.25241667,0.33529165,71.08006,74.033745,70.16001,73.24999
702394,0.371565,0.486625,0.34441662,0.4262916,70.14417,73.56125,69.08001,72.653755
697594,0.37456462,0.48808333,0.34783337,0.428375,70.06678,73.56125,68.98999,72.59375
702395,0.29032087,0.3918333,0.2722083,0.3185833,70.97566,74.07875,70.00625,73.265
702396,0.33283126,0.40875003,0.31129166,0.38137498,69.69388,72.99126,68.667496,72.11375
702400,0.33282375,0.40825,0.31529173,0.36779165,70.37236,73.677505,69.3725,72.69875
702399,0.33707583,0.40883335,0.3241666,0.35741666,69.67779,72.85625,68.66375,72.095
702398,0.32973376,0.41125,0.30895838,0.37379166,69.78718,73.04,68.76501,72.20749
702397,0.32973376,0.41125,0.30895838,0.37379166,69.78718,73.04,68.76501,72.20749
702401,0.33986792,0.4091667,0.32245836,0.37645838,69.92447,73.3025,68.92249,72.23375
702403,0.33901998,0.41625,0.31550005,0.39391664,69.69676,72.8525,68.71999,71.99375
702402,0.3392687,0.41250002,0.31700006,0.39120832,69.7427,73.16,68.71999,72.11
702404,0.3799425,0.49175,0.34737507,0.45433334,71.54266,74.45,70.61001,73.771255
702407,0.35264626,0.41637504,0.33108333,0.4053333,69.4847,72.9875,68.44625,71.877495
702405,0.35134622,0.41287503,0.3334583,0.39216673,70.406006,73.6325,69.43999,72.6425
702406,0.32239127,0.40987504,0.29912502,0.37300003,69.62735,73.08875,68.517494,72.278755
695269,0.27664378,0.40850005,0.2395,0.36004174,69.29112,72.94624,68.138756,72.02375
702408,0.38340124,0.487,0.35799992,0.43595836,69.74675,73.42999,68.66,72.244995
702409,0.34671378,0.41262504,0.326125,0.39533338,69.15459,72.71375,68.097496,71.5925
696740,0.26238167,0.3964167,0.23879164,0.2985833,69.6235,73.130005,68.39,72.68375
697063,0.24298792,0.3940417,0.216875,0.2821667,69.40921,72.841255,68.2025,72.4025
695276,0.30188873,0.41050002,0.26945838,0.376875,69.6449,73.08875,68.555,72.23375
695283,0.29072043,0.39704168,0.26316667,0.34975,69.42598,73.11125,68.318756,71.99375
702410,0.3424742,0.41316667,0.32225007,0.38824996,69.5426,73.152504,68.45375,72.072495
702411,0.33039334,0.41533336,0.30533335,0.388,69.51865,73.197495,68.3975,72.13625
697043,0.26875043,0.40629163,0.233625,0.3433334,69.76171,73.28375,68.555,72.725006
696734,0.26613542,0.36904165,0.24666667,0.2985833,69.37475,72.75875,68.2775,72.00875
695298,0.30298418,0.41254166,0.27275,0.37012503,68.78087,72.275,67.68126,71.386246
695290,0.28552338,0.40520826,0.251375,0.36270833,69.37603,72.84125,68.28875,71.94875
695308,0.33460507,0.48675004,0.296875,0.41324997,69.1526,72.72875,67.9325,72.14375
697047,0.2536775,0.38875005,0.2346666,0.27383333,70.084404,73.478745,68.899994,73.01375
697738,0.35904503,0.35175,0.36008343,0.35791662,69.01464,73.411255,67.58375,72.455
697874,0.2709792,0.30129167,0.26499996,0.28137508,69.2258,72.95,68.048744,72.020004
698530,0.25100252,0.41112494,0.20504166,0.3552083,72.03084,74.69,71.13125,74.22875
706970,0.25270706,0.24670832,0.25133327,0.2594167,74.301834,79.816246,72.59375,78.31999
706951,0.25270706,0.24670832,0.25133327,0.2594167,74.301834,79.816246,72.59375,78.31999
706950,0.27852586,0.28870836,0.276,0.2837917,73.99426,79.56875,72.308754,77.91499
702373,0.29775795,0.38941666,0.28050002,0.32637498,73.93366,76.996254,72.66501,77.2625
711116,0.24928792,0.39079165,0.2206667,0.30025002,73.35942,76.34,72.13249,76.572495
705010,0.2118346,0.28720835,0.20066671,0.22500004,73.25416,74.07125,72.7625,74.6675
704911,0.32971665,0.47629163,0.30037504,0.38145837,72.47961,73.564995,71.97876,73.835
704913,0.32971665,0.47629163,0.30037504,0.38145837,72.47961,73.564995,71.97876,73.835
704914,0.20720041,0.3676667,0.17954169,0.24854167,72.84193,73.43749,72.48126,73.88
704917,0.32971665,0.47629163,0.30037504,0.38145837,72.47961,73.564995,71.97876,73.835
704919,0.24214332,0.36283335,0.23400004,0.22983335,72.90316,73.75625,72.51126,73.9625
704918,0.24214332,0.36283335,0.23400004,0.22983335,72.90316,73.75625,72.51126,73.9625
705999,0.21865003,0.24525,0.22016667,0.2045833,73.13154,75.03875,72.5375,74.5325
706000,0.24882956,0.23433334,0.25899997,0.21879172,72.47184,74.24,71.91875,73.77875
711484,0.40171167,0.51166666,0.35870835,0.5125,73.95028,69.35375,74.611244,73.21625
711486,0.40377626,0.511125,0.36291668,0.5080834,72.140976,68.08625,72.661255,71.70875
711487,0.41473913,0.51441664,0.376875,0.5113333,71.45563,67.38875,71.99375,70.96625
718430,0.5022588,0.51162505,0.4972917,0.51616675,71.56632,67.8275,72.068756,71.090004
711488,0.43097258,0.512,0.39870834,0.51458335,73.70218,69.395,74.30751,73.0625
711489,0.36241332,0.51433337,0.31149998,0.48633337,71.707855,68.22125,72.136246,71.40125
711490,0.41400042,0.51179165,0.3785833,0.5028333,71.36979,68.84,71.62625,71.33375
711491,0.3866383,0.51445836,0.342375,0.49579167,71.50719,68.731255,71.802505,71.42
711492,0.39045462,0.5149583,0.34433338,0.50708336,72.1418,66.75124,72.9125,71.29625
711493,0.35026836,0.5107084,0.296625,0.48070827,71.08131,68.195,71.41625,70.895
711494,0.3874167,0.5162917,0.34104168,0.5034583,72.12718,66.784996,72.89,71.2925
711495,0.35026836,0.5107084,0.296625,0.48070827,71.08131,68.195,71.41625,70.895
723533,0.30703834,0.40933338,0.26954165,0.40150002,72.78602,72.74,72.76999,72.85625
732317,0.4231,0.42287502,0.423625,0.421375,46.426888,47.3225,45.42125,49.57625
736600,0.43128335,0.42845833,0.43379173,0.42362502,47.85826,52.152496,46.482502,51.14375
736601,0.5136433,0.50808334,0.51570827,0.50841665,46.756966,51.079998,45.3875,50.011253
736602,0.42923167,0.42604172,0.43183336,0.421375,48.210014,52.55375,46.823753,51.515
736603,0.43126377,0.42825007,0.43354174,0.42445835,47.59115,51.698746,46.291252,50.67875
736604,0.43030584,0.4279584,0.43304172,0.42170832,48.3041,52.805,46.86875,51.725
736605,0.42923167,0.42604172,0.43183336,0.421375,48.210014,52.55375,46.823753,51.515
736606,0.43128335,0.42845833,0.43379173,0.42362502,47.85826,52.152496,46.482502,51.14375
736607,0.4307375,0.42737505,0.4333333,0.42295837,47.828938,52.13375,46.46,51.087498
733160,0.4318296,0.42808333,0.43237492,0.43120837,45.782413,49.86875,44.4875,48.86
733165,0.43061462,0.4277083,0.4314166,0.42883328,46.428535,50.73875,45.005,49.8725
737276,0.4347992,0.43104163,0.43545833,0.43379164,48.349026,52.572502,47.12,51.155003
736608,0.4319596,0.4298333,0.43362507,0.4269583,46.820114,51.26375,45.36875,50.315002
733168,0.43124667,0.42816663,0.43224993,0.42883334,45.54496,49.805,44.243748,48.58625
736609,0.4308721,0.42945835,0.43262497,0.42533335,48.148777,52.6625,46.715,51.56
733169,0.43049464,0.42683336,0.43124998,0.42912507,45.694588,50.17625,44.29625,48.995
737279,0.42765132,0.42024997,0.43141666,0.4172084,47.098698,50.975,46.02875,49.475
733172,0.4321312,0.42799997,0.43345842,0.4289584,45.78849,50.0825,44.449997,48.94625
736610,0.4331216,0.42791665,0.43383333,0.43241668,46.21805,50.423748,44.83625,49.55375
736611,0.43147373,0.43087497,0.43325004,0.42558333,48.71784,53.903748,47.0675,52.6475
736612,0.4305296,0.42795828,0.4327083,0.42391673,47.721092,52.14875,46.3175,51.057503
736616,0.5150888,0.51100004,0.51666665,0.51104164,47.646652,52.20875,46.283752,50.798748
736613,0.42923167,0.42604172,0.43183336,0.421375,48.210014,52.55375,46.823753,51.515
737281,0.5063096,0.50358325,0.5087917,0.49870834,47.53164,52.497498,46.19,50.47625
736614,0.4307375,0.42737505,0.4333333,0.42295837,47.828938,52.13375,46.46,51.087498
736615,0.43030584,0.4279584,0.43304172,0.42170832,48.3041,52.805,46.86875,51.725
742612,0.43133545,0.42766663,0.4327499,0.4277083,46.594364,50.69375,45.2375,49.88
736617,0.4307375,0.42737505,0.4333333,0.42295837,47.828938,52.13375,46.46,51.087498
736618,0.5130613,0.50649995,0.51358336,0.5134583,49.147137,54.747505,47.40125,53.26625
736619,0.43057463,0.42795834,0.43204156,0.42641667,48.164078,52.29125,46.850002,51.29375
736620,0.42923167,0.42604172,0.43183336,0.421375,48.210014,52.55375,46.823753,51.515
736621,0.5067184,0.4914583,0.51537496,0.48212495,48.994778,53.25875,47.697502,52.02125
736622,0.42938253,0.41325,0.43441668,0.41750002,48.616028,52.857502,47.318756,51.649998
736639,0.43066752,0.41475,0.4356666,0.4188333,47.12675,51.361248,45.80375,50.25125
742198,0.42559794,0.42916667,0.424125,0.42945838,45.073437,51.713753,43.872498,46.9775
746859,0.33319172,0.34604165,0.3417084,0.29970837,58.42115,63.8,56.3075,63.875
746862,0.3416858,0.36533335,0.3458333,0.31958333,58.14001,63.31625,56.097496,63.417503
745106,0.33616748,0.312875,0.34145835,0.32579163,61.145752,68.645,58.819996,66.619995
745280,0.3467742,0.28204167,0.3672084,0.29829165,62.539814,68.88875,60.417503,67.7
746867,0.3464967,0.3755417,0.34895828,0.328375,63.05098,68.9975,61.025,68.015
746868,0.34069124,0.36724997,0.34437492,0.31920835,62.748238,68.6825,60.706245,67.771255
745282,0.33975542,0.31691667,0.35212508,0.3049583,63.1523,69.68,61.025,68.270004
745283,0.32521042,0.30129167,0.33479166,0.30033332,62.889763,69.36875,60.773746,67.985
745284,0.34297213,0.29020837,0.35895833,0.30574992,62.500103,69.2375,60.335,67.6775
746869,0.37978253,0.35887504,0.38575006,0.36629164,64.60299,72.07625,62.12,70.62499
745281,0.3505387,0.33124998,0.36133334,0.3199583,62.48656,68.457504,60.45875,67.44875
745285,0.42561254,0.41037497,0.4352083,0.3977917,62.28736,69.76625,59.817497,68.2625
746870,0.3568984,0.37333333,0.3635833,0.32849994,62.827812,67.98875,61.272495,66.439995
745485,0.31710124,0.3355,0.32454163,0.2854583,62.97999,67.99625,61.40001,66.725
746871,0.3596013,0.39399996,0.35129163,0.37662503,64.03704,69.39125,62.434998,67.744995
746872,0.3596013,0.39399996,0.35129163,0.37662503,64.03704,69.39125,62.434998,67.744995
746873,0.3596013,0.39399996,0.35129163,0.37662503,64.03704,69.39125,62.434998,67.744995
746875,0.28114292,0.35829163,0.27399996,0.27991667,65.86078,70.471245,64.3325,69.56375
745486,0.2818908,0.3395833,0.27799997,0.276,62.93728,68.3375,61.27249,66.845
745508,0.30249333,0.3647083,0.29749998,0.298875,62.446587,67.10375,60.980007,65.9225
746874,0.3404592,0.3841667,0.33350012,0.34975,63.002075,68.3825,61.388756,66.740005
745503,0.2971992,0.38154164,0.28100002,0.324625,62.453865,67.1225,60.976257,65.963745
745505,0.29537916,0.37866664,0.28100002,0.31691667,62.37365,67.1225,60.889996,65.8775
745512,0.30249333,0.3647083,0.29749998,0.298875,62.446587,67.10375,60.980007,65.9225
745487,0.38316086,0.41370833,0.38666677,0.36095837,62.641396,69.02375,60.81124,66.78876
746878,0.4125283,0.43670836,0.40837505,0.41870835,64.565674,71.21375,62.551247,69.25625
754719,0.2900984,0.29458335,0.28587505,0.3030834,70.04477,76.56875,68.06,74.675
754718,0.30181208,0.39520833,0.28283334,0.33575,70.98894,76.520004,69.54125,74.10875
757535,0.2864221,0.3527083,0.27954158,0.2879167,66.82764,72.646255,65.15001,70.64
757536,0.2793879,0.35466662,0.26733342,0.295625,66.91768,72.77375,65.2025,70.84625
757537,0.26626503,0.32987502,0.2646666,0.2505417,66.991104,73.04,65.225,71.03
748121,0.30257335,0.35433337,0.2886667,0.33300003,66.130554,71.978745,64.40749,70.088745
757539,0.31340918,0.38541666,0.29379174,0.35666668,67.07893,72.5975,65.442505,70.85
757540,0.3067667,0.37629172,0.2860001,0.35479164,67.0037,72.57875,65.35625,70.79375
757541,0.294185,0.36312497,0.2767083,0.33112496,67.03381,72.755005,65.378746,70.80125
754715,0.31124043,0.38541672,0.293125,0.34862506,71.331505,77.645004,69.51501,75.454994
757547,0.37524164,0.48179162,0.34100005,0.45712498,66.6509,72.286255,65.01501,70.38125
754716,0.41408047,0.49779174,0.38345835,0.49116668,68.54843,75.14375,66.71749,72.6275
