EVENT_ID,BEGIN_DATE,END_DATE,BEGIN_TIME,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,NLCD_CODE,NLCD_CLASS,ELEVATION_M,IMPERVIOUS_SURFACE_PCT
963047,5/4/2021,5/4/2021,711,811,36.8209,-85.4857,36.8234,-85.5115,41,Deciduous Forest,233.614,0
963043,5/4/2021,5/4/2021,730,930,36.7694,-85.8016,36.7542,-85.8399,41,Deciduous Forest,259.819,0
963046,5/4/2021,5/4/2021,730,830,36.84,-85.58,36.8341,-85.5758,21,"Developed, Open Space",208.361,7
963045,5/4/2021,5/4/2021,730,830,36.9243,-85.5838,36.9242,-85.5858,81,Pasture/Hay,243.179,0
963044,5/4/2021,5/4/2021,730,830,36.71,-85.77,36.7105,-85.7717,41,Deciduous Forest,220.076,0
953993,5/4/2021,5/4/2021,1904,2100,36.85,-87.5162,36.8211,-87.48,21,"Developed, Open Space",167.572,7
953994,5/4/2021,5/4/2021,2030,2200,36.8431,-87.126,36.9104,-87.1021,81,Pasture/Hay,212.549,0
961284,6/2/2021,6/2/2021,1520,1800,36.75,-88.28,36.7484,-88.3259,82,Cultivated Crops,129.455,0
958809,6/9/2021,6/9/2021,1600,2000,38.3055,-83.2777,38.3063,-83.2485,21,"Developed, Open Space",267.441,11
957848,6/9/2021,6/9/2021,1600,1700,37.24,-83.86,37.2421,-83.8569,41,Deciduous Forest,317.724,0
958972,6/10/2021,6/10/2021,1745,2129,38.293,-83.1631,38.2926,-82.9787,41,Deciduous Forest,292.787,0
970178,6/10/2021,6/10/2021,1852,2052,38.3113,-85.3968,38.312,-85.4018,41,Deciduous Forest,200.311,0
956434,6/11/2021,6/11/2021,510,1100,37.5755,-83.7068,37.5792,-83.7054,23,"Developed, Medium Intensity",199.935,59
957850,6/11/2021,6/11/2021,510,800,37.5738,-83.707,37.5739,-83.697,41,Deciduous Forest,226.461,0
956433,6/11/2021,6/11/2021,510,1100,37.5711,-83.7064,37.5717,-83.7064,24,"Developed, High Intensity",204.22,86
956430,6/11/2021,6/11/2021,600,800,37.6485,-83.8034,37.6389,-83.7849,41,Deciduous Forest,265.484,0
956422,6/11/2021,6/11/2021,832,1030,37.6682,-83.5459,37.6609,-83.5412,21,"Developed, Open Space",262.723,0
956418,6/11/2021,6/11/2021,1230,1530,37.47,-83.6468,37.4826,-83.6567,41,Deciduous Forest,248.532,0
957856,6/11/2021,6/11/2021,1230,1530,37.4784,-83.6532,37.4702,-83.6462,21,"Developed, Open Space",229.273,6
956417,6/11/2021,6/11/2021,1309,1840,36.7252,-84.176,36.7245,-84.1742,21,"Developed, Open Space",282.907,0
956419,6/11/2021,6/11/2021,1345,1840,36.7402,-84.164,36.7436,-84.1708,21,"Developed, Open Space",303.501,5
956413,6/11/2021,6/11/2021,1457,1745,37.1163,-83.998,37.1215,-83.988,81,Pasture/Hay,360.63,0
956415,6/11/2021,6/11/2021,1513,1745,37.1279,-84.0273,37.1246,-84.0355,81,Pasture/Hay,362.036,0
956416,6/11/2021,6/11/2021,1530,1745,37.12,-84.02,37.1231,-84.017,41,Deciduous Forest,381.83,0
956414,6/11/2021,6/11/2021,1540,1745,37.0917,-83.9848,37.0995,-83.9824,41,Deciduous Forest,345.919,0
956412,6/11/2021,6/11/2021,1550,1830,37.236,-83.9767,37.2393,-83.9752,81,Pasture/Hay,298.746,0
956375,6/11/2021,6/11/2021,1700,1840,36.7325,-84.1763,36.764,-84.2119,41,Deciduous Forest,363.971,0
956376,6/11/2021,6/11/2021,1700,1840,36.6988,-84.2607,36.7124,-84.2559,81,Pasture/Hay,380.142,0
956378,6/11/2021,6/11/2021,1721,1840,36.7498,-84.2735,36.7496,-84.2722,43,Mixed Forest,274.753,0
970182,6/13/2021,6/13/2021,1435,1635,38.211,-84.6487,38.2091,-84.6494,81,Pasture/Hay,251.262,0
953972,6/13/2021,6/13/2021,1600,1700,38.4273,-84.8018,38.4261,-84.8021,43,Mixed Forest,210.986,0
968773,6/13/2021,6/13/2021,1640,1740,38.33,-84.73,38.3421,-84.7394,81,Pasture/Hay,230.676,0
962982,6/13/2021,6/13/2021,1645,1945,38.5483,-82.9773,38.55,-82.9576,41,Deciduous Forest,169.271,0
953973,6/13/2021,6/13/2021,1700,1800,38.5875,-83.2684,38.6077,-83.1847,71,Grassland/Herbaceous,228.398,0
969805,6/19/2021,6/19/2021,25,225,38.6177,-85.2487,38.6186,-85.2544,82,Cultivated Crops,143.998,0
961289,6/21/2021,6/21/2021,1142,1430,37.1141,-87.9056,37.1146,-87.8674,23,"Developed, Medium Intensity",155.956,73
970376,7/1/2021,7/1/2021,725,925,37.98,-84.48,37.9814,-84.4755,21,"Developed, Open Space",292.562,11
970381,7/1/2021,7/1/2021,800,1000,38.0008,-84.2165,37.9699,-84.1968,23,"Developed, Medium Intensity",305.002,0
970382,7/1/2021,7/1/2021,1008,1208,37.77,-84.76,37.7569,-84.7496,21,"Developed, Open Space",260.049,9
970383,7/1/2021,7/1/2021,1030,1230,38.04,-84.48,38.042,-84.4732,24,"Developed, High Intensity",304.989,89
970384,7/1/2021,7/1/2021,1140,1340,37.68,-84.93,37.6845,-84.9297,21,"Developed, Open Space",267.028,11
975603,7/1/2021,7/1/2021,1200,1400,38.0805,-85.697,38.0804,-85.6959,23,"Developed, Medium Intensity",159.356,56
975611,7/1/2021,7/1/2021,1230,1430,37.85,-84.33,37.8451,-84.3292,24,"Developed, High Intensity",300.568,59
975605,7/1/2021,7/1/2021,1230,1430,37.84,-84.35,37.8443,-84.3463,81,Pasture/Hay,278.424,0
975604,7/1/2021,7/1/2021,1230,1430,37.82,-84.31,37.8267,-84.3026,41,Deciduous Forest,266.19,0
975613,7/1/2021,7/1/2021,1315,1515,38.2,-85.8,38.1983,-85.7959,23,"Developed, Medium Intensity",138.332,77
975614,7/1/2021,7/1/2021,1315,1515,38.219,-85.756,38.2203,-85.7556,23,"Developed, Medium Intensity",134.473,62
975617,7/1/2021,7/1/2021,1332,1532,38.21,-85.76,38.2093,-85.7633,24,"Developed, High Intensity",140.042,88
975631,7/1/2021,7/1/2021,1400,1600,37.5933,-84.5683,37.6135,-84.5821,21,"Developed, Open Space",299.56,16
975618,7/1/2021,7/1/2021,1404,1604,37.7319,-84.8357,37.7436,-84.8477,81,Pasture/Hay,260.139,0
964715,7/9/2021,7/9/2021,753,853,37.4767,-82.5089,37.4771,-82.5078,23,"Developed, Medium Intensity",209.878,69
964716,7/9/2021,7/9/2021,755,855,37.4681,-82.5281,37.4829,-82.5474,23,"Developed, Medium Intensity",227.91,64
964706,7/10/2021,7/10/2021,1500,1638,37.62,-82.73,37.6111,-82.7319,41,Deciduous Forest,190.744,0
964709,7/10/2021,7/10/2021,1503,1715,37.7258,-83.948,37.729,-83.9422,41,Deciduous Forest,425.496,0
964710,7/10/2021,7/10/2021,1503,1518,37.714,-83.9665,37.7148,-83.9678,21,"Developed, Open Space",224.028,17
964711,7/10/2021,7/10/2021,1505,1715,37.7069,-83.9717,37.7093,-83.9721,23,"Developed, Medium Intensity",202.093,74
964712,7/10/2021,7/10/2021,1506,1715,37.7275,-83.9724,37.7292,-83.9732,21,"Developed, Open Space",200.876,14
964713,7/10/2021,7/10/2021,1515,1715,37.6886,-83.9591,37.6896,-83.9597,23,"Developed, Medium Intensity",200.867,51
964714,7/10/2021,7/10/2021,1515,1715,37.7013,-83.9777,37.7007,-83.9774,22,"Developed, Low Intensity",195.075,29
965492,7/11/2021,7/11/2021,0,330,37.26,-88.23,37.2175,-88.2206,81,Pasture/Hay,118.924,0
968466,7/11/2021,7/11/2021,15,300,37.2,-87.88,37.228,-87.906,82,Cultivated Crops,129.034,0
965491,7/11/2021,7/11/2021,30,330,37.2374,-88.1833,37.2996,-88.0692,71,Grassland/Herbaceous,201.092,0
964721,7/11/2021,7/11/2021,1800,1900,37.581,-83.6835,37.5784,-83.6766,43,Mixed Forest,274.031,0
975708,7/16/2021,7/16/2021,1600,1700,37.61,-85.35,37.6128,-85.357,81,Pasture/Hay,205.709,0
964812,7/17/2021,7/18/2021,2245,45,37.1307,-84.0752,37.1314,-84.0753,24,"Developed, High Intensity",356.226,88
964808,7/18/2021,7/18/2021,200,430,36.9211,-84.132,36.9154,-84.1339,23,"Developed, Medium Intensity",349.907,36
964809,7/18/2021,7/18/2021,230,430,36.92,-84.13,36.9168,-84.1314,22,"Developed, Low Intensity",349.274,43
968027,7/18/2021,7/18/2021,1020,1400,37.08,-88.63,37.0068,-88.734,81,Pasture/Hay,126.095,0
968022,7/18/2021,7/18/2021,1215,1430,36.507,-88.7476,36.7883,-88.7066,82,Cultivated Crops,155.652,0
965408,7/29/2021,7/29/2021,2100,2200,38.61,-83.17,38.592,-83.1605,41,Deciduous Forest,224.013,0
973863,7/29/2021,7/29/2021,2100,2300,38.6664,-83.5908,38.6819,-83.5145,41,Deciduous Forest,266.164,0
976057,7/29/2021,7/30/2021,2321,320,37.8455,-83.4739,37.8461,-83.4714,81,Pasture/Hay,283.757,0
975715,7/29/2021,7/30/2021,2340,240,38.3044,-84.0174,38.3075,-84.0556,81,Pasture/Hay,282.075,0
975739,7/30/2021,7/30/2021,0,400,38.3204,-84.0658,38.326,-84.0061,81,Pasture/Hay,253.427,0
976230,7/30/2021,7/30/2021,0,230,38.175,-83.5768,38.1773,-83.5731,22,"Developed, Low Intensity",214.335,35
976149,7/30/2021,7/30/2021,7,320,37.81,-83.46,37.8147,-83.4697,41,Deciduous Forest,268.572,0
976151,7/30/2021,7/30/2021,10,320,37.94,-83.71,37.9467,-83.7444,41,Deciduous Forest,323.722,0
976150,7/30/2021,7/30/2021,10,320,37.9493,-83.6337,37.9344,-83.6363,21,"Developed, Open Space",278.892,7
976157,7/30/2021,7/30/2021,21,400,37.6779,-83.3499,37.6655,-83.3854,41,Deciduous Forest,299.447,0
976184,7/30/2021,7/30/2021,30,320,37.9683,-83.6148,37.9504,-83.6456,41,Deciduous Forest,312.45,0
976170,7/30/2021,7/30/2021,30,320,37.95,-83.76,37.9499,-83.7541,81,Pasture/Hay,251.455,0
976179,7/30/2021,7/30/2021,30,320,37.9493,-83.7511,37.9552,-83.7358,41,Deciduous Forest,283.175,0
976185,7/30/2021,7/30/2021,35,320,37.9507,-83.6297,37.9499,-83.6311,41,Deciduous Forest,283.458,0
976191,7/30/2021,7/30/2021,40,230,38.1673,-83.6965,38.1794,-83.688,81,Pasture/Hay,253.589,0
976186,7/30/2021,7/30/2021,40,320,38.1309,-83.7587,38.1294,-83.7566,23,"Developed, Medium Intensity",230.145,76
976188,7/30/2021,7/30/2021,40,230,38.12,-83.6,38.1332,-83.5739,81,Pasture/Hay,212.521,0
976192,7/30/2021,7/30/2021,100,415,37.851,-83.8656,37.848,-83.8666,81,Pasture/Hay,200.248,0
975716,7/30/2021,7/30/2021,115,315,37.9921,-84.179,37.9934,-84.1809,23,"Developed, Medium Intensity",293.79,71
976218,7/30/2021,7/30/2021,125,415,37.841,-83.8627,37.8513,-83.8666,22,"Developed, Low Intensity",201.767,34
976215,7/30/2021,7/30/2021,125,415,37.7946,-83.7466,37.7957,-83.7447,81,Pasture/Hay,214.279,0
976219,7/30/2021,7/30/2021,140,430,37.49,-84.17,37.4993,-84.1646,41,Deciduous Forest,422.135,0
975741,7/30/2021,7/30/2021,145,345,37.7416,-84.2524,37.7331,-84.2575,23,"Developed, Medium Intensity",268.055,0
976222,7/30/2021,7/30/2021,223,320,37.9495,-83.6331,37.95,-83.6319,22,"Developed, Low Intensity",263.962,27
981054,8/14/2021,8/14/2021,1600,1800,37.5087,-85.5829,37.5439,-85.6462,81,Pasture/Hay,239.423,0
981055,8/14/2021,8/14/2021,1600,1800,37.51,-85.63,37.5147,-85.6358,82,Cultivated Crops,265.715,0
981056,8/14/2021,8/14/2021,1600,1800,37.5093,-85.7806,37.5127,-85.7911,82,Cultivated Crops,245.007,0
966130,8/14/2021,8/14/2021,1630,1730,38.2957,-83.7273,38.2937,-83.7263,21,"Developed, Open Space",224.476,16
966126,8/15/2021,8/15/2021,1830,2100,37.1444,-84.1093,37.1139,-84.1013,21,"Developed, Open Space",392.397,0
966125,8/15/2021,8/15/2021,1900,2000,37.11,-84.09,37.1113,-84.0927,23,"Developed, Medium Intensity",367.087,30
981057,8/16/2021,8/16/2021,1500,1700,38.31,-84.03,38.313,-84.0372,81,Pasture/Hay,252.37,0
981058,8/16/2021,8/16/2021,1500,1700,38.31,-84.05,38.3126,-84.0487,21,"Developed, Open Space",255.655,17
981059,8/16/2021,8/16/2021,1500,1700,38.32,-84.05,38.3355,-84.0597,81,Pasture/Hay,279.695,0
981060,8/18/2021,8/18/2021,1535,1735,36.74,-86.6489,36.7467,-86.6907,82,Cultivated Crops,205.286,0
981061,8/19/2021,8/19/2021,610,810,38.17,-84.9,38.1702,-84.8986,24,"Developed, High Intensity",241.732,80
981706,8/19/2021,8/19/2021,1008,1230,37.6494,-83.4735,37.6512,-83.4763,22,"Developed, Low Intensity",237.365,36
981705,8/19/2021,8/19/2021,1100,1230,37.6499,-83.4787,37.652,-83.4757,41,Deciduous Forest,263.052,0
981707,8/19/2021,8/19/2021,1120,1230,37.6639,-83.4667,37.6625,-83.4553,41,Deciduous Forest,304.805,0
981709,8/19/2021,8/19/2021,1157,1230,37.72,-83.44,37.7147,-83.4336,41,Deciduous Forest,323.48,0
971615,8/21/2021,8/21/2021,600,1000,37.01,-88.51,36.9916,-88.5033,23,"Developed, Medium Intensity",121.095,56
975043,8/21/2021,8/21/2021,615,1000,36.87,-88.35,36.8713,-88.3346,82,Cultivated Crops,108.762,0
971616,8/21/2021,8/21/2021,640,1000,36.5258,-88.2972,36.6123,-88.3017,21,"Developed, Open Space",150.593,17
981062,8/26/2021,8/26/2021,1946,2146,38.2589,-85.7715,38.2583,-85.7659,24,"Developed, High Intensity",138.506,89
969985,8/27/2021,8/27/2021,1645,1745,38.994,-84.5828,38.9937,-84.5809,21,"Developed, Open Space",214.927,8
981696,8/30/2021,8/30/2021,1036,1300,37.558,-82.1925,37.5583,-82.1915,21,"Developed, Open Space",268.896,9
981698,8/30/2021,8/30/2021,1043,1300,37.5967,-82.5072,37.5878,-82.5095,21,"Developed, Open Space",215.868,13
981702,8/30/2021,8/30/2021,1055,1300,37.5115,-82.5497,37.5277,-82.5439,41,Deciduous Forest,267.774,0
981703,8/30/2021,8/30/2021,1057,1300,37.5398,-82.5977,37.5413,-82.5971,21,"Developed, Open Space",207.993,9
981704,8/30/2021,8/30/2021,1143,1300,37.5847,-82.2705,37.5853,-82.2706,41,Deciduous Forest,244.023,0
981069,8/30/2021,8/30/2021,1306,1506,38.2124,-85.2198,38.2117,-85.2199,22,"Developed, Low Intensity",226.674,40
971612,8/30/2021,8/30/2021,1420,1520,37.7845,-87.12,37.77,-87.1566,23,"Developed, Medium Intensity",122.476,66
971614,8/30/2021,8/30/2021,2045,2115,37.49,-87.12,37.5234,-87.13,82,Cultivated Crops,117.897,0
987347,9/15/2021,9/15/2021,700,1000,38.18,-83.79,38.2011,-83.7813,81,Pasture/Hay,280.684,0
987351,9/15/2021,9/15/2021,700,700,38.1899,-83.7425,38.1818,-83.7289,42,Evergreen Forest,243.215,0
987346,9/15/2021,9/15/2021,712,1000,38.1704,-83.7889,38.1727,-83.793,41,Deciduous Forest,277.373,0
985760,9/15/2021,9/15/2021,755,955,37.8084,-85.4604,37.8085,-85.4686,22,"Developed, Low Intensity",195.75,43
985761,9/15/2021,9/15/2021,800,1000,37.8394,-85.427,37.846,-85.4265,21,"Developed, Open Space",217.631,0
985762,9/15/2021,9/15/2021,835,1035,37.8333,-85.4141,37.8336,-85.4163,22,"Developed, Low Intensity",230.671,30
987352,9/15/2021,9/15/2021,939,1030,38.1569,-83.7437,38.2127,-83.7362,21,"Developed, Open Space",218.703,9
985763,9/15/2021,9/15/2021,1121,1321,36.75,-86.73,36.7473,-86.7217,41,Deciduous Forest,186.723,0
989268,10/7/2021,10/7/2021,2100,2300,37.99,-84.16,37.9902,-84.1592,23,"Developed, Medium Intensity",313.223,58
989269,10/7/2021,10/7/2021,2100,2300,38,-84.16,38.0067,-84.1505,22,"Developed, Low Intensity",303.815,0
989270,10/7/2021,10/7/2021,2145,2345,38,-84.19,37.9966,-84.1605,23,"Developed, Medium Intensity",298.83,54
989271,10/7/2021,10/7/2021,2200,2359,37.89,-84.19,37.8774,-84.2091,81,Pasture/Hay,266.861,0
980786,10/8/2021,10/8/2021,1500,1815,38.5237,-82.7081,38.5131,-82.6791,41,Deciduous Forest,213.506,0
996845,12/11/2021,12/11/2021,417,717,38.21,-84.97,38.2097,-84.9845,21,"Developed, Open Space",193.433,10
996846,12/11/2021,12/11/2021,430,630,37.7956,-86.272,37.7973,-86.2734,21,"Developed, Open Space",172.728,0
996849,12/11/2021,12/11/2021,530,730,38.3301,-84.6699,38.2786,-84.7161,81,Pasture/Hay,256.999,0
1004921,1/1/2022,1/1/2022,418,618,37.1899,-85.4155,37.1946,-85.4099,81,Pasture/Hay,188.907,0
1004925,1/1/2022,1/1/2022,500,700,37,-86.12,37,-86.1138,22,"Developed, Low Intensity",212.524,20
1004927,1/1/2022,1/1/2022,500,700,37.11,-85.85,37.1097,-85.8465,82,Cultivated Crops,234.367,0
1004928,1/1/2022,1/1/2022,510,710,37.1799,-85.4371,37.1862,-85.4326,82,Cultivated Crops,204.87,0
1004923,1/1/2022,1/1/2022,520,720,37.21,-85.34,37.21,-85.3375,81,Pasture/Hay,252.464,0
1004930,1/1/2022,1/1/2022,520,720,37.24,-85.19,37.2403,-85.1867,41,Deciduous Forest,215.483,0
1004929,1/1/2022,1/1/2022,520,720,37.2,-85.33,37.2028,-85.33,82,Cultivated Crops,231.986,0
1004346,1/1/2022,1/1/2022,757,1145,37.5829,-82.7376,37.5922,-82.7306,41,Deciduous Forest,249.878,0
1005229,1/1/2022,1/1/2022,817,1145,37.6158,-82.2808,37.625,-82.2853,41,Deciduous Forest,328.015,0
1004352,1/1/2022,1/1/2022,830,1115,37.4486,-83.452,37.4565,-83.4522,41,Deciduous Forest,319.054,0
1005246,1/1/2022,1/1/2022,900,1130,37.3731,-84.4333,37.3873,-84.4575,81,Pasture/Hay,371.47,0
1004586,1/1/2022,1/1/2022,900,1115,37.418,-83.3872,37.4343,-83.3833,41,Deciduous Forest,397.081,0
1005248,1/1/2022,1/1/2022,900,1145,37.63,-82.25,37.631,-82.2474,22,"Developed, Low Intensity",222.81,24
1004587,1/1/2022,1/1/2022,903,1115,37.41,-83.42,37.4132,-83.4245,41,Deciduous Forest,269.927,0
1004588,1/1/2022,1/1/2022,907,1115,37.47,-83.25,37.4542,-83.2231,41,Deciduous Forest,303.508,0
1004595,1/1/2022,1/1/2022,910,1145,37.6869,-82.3605,37.6936,-82.3512,41,Deciduous Forest,329.654,0
1004603,1/1/2022,1/1/2022,916,1145,37.6184,-82.3499,37.6169,-82.347,23,"Developed, Medium Intensity",254.721,0
1004604,1/1/2022,1/1/2022,917,1145,37.62,-82.27,37.6198,-82.267,24,"Developed, High Intensity",212.852,86
1004606,1/1/2022,1/1/2022,932,1145,37.62,-82.37,37.6264,-82.3475,22,"Developed, Low Intensity",226.429,21
1004610,1/1/2022,1/1/2022,1050,1145,37.5621,-82.4505,37.5638,-82.4575,41,Deciduous Forest,224.377,0
1005584,1/1/2022,1/1/2022,1055,1145,37.6196,-82.3529,37.6201,-82.3515,23,"Developed, Medium Intensity",228.894,56
1005219,1/1/2022,1/1/2022,1055,1145,37.5368,-82.4676,37.5358,-82.4663,23,"Developed, Medium Intensity",232.597,48
1004932,1/1/2022,1/1/2022,1330,1530,37.32,-84.93,37.3393,-84.8187,41,Deciduous Forest,290.171,0
1004933,1/1/2022,1/1/2022,1330,1530,37.36,-84.82,37.3582,-84.8169,81,Pasture/Hay,254.791,0
994156,1/1/2022,1/1/2022,2015,2315,38.4338,-82.7542,38.427,-82.7548,81,Pasture/Hay,172.956,0
994157,1/1/2022,1/1/2022,2015,2315,38.3347,-82.7237,38.3261,-82.7204,41,Deciduous Forest,233.44,0
994160,1/1/2022,1/2/2022,2130,30,38.0168,-82.9188,37.9996,-82.9156,43,Mixed Forest,242.89,0
999544,1/9/2022,1/9/2022,1156,1500,36.93,-87.22,36.92,-87.1,81,Pasture/Hay,228.47,0
1002490,2/17/2022,2/17/2022,850,1600,36.93,-88.3,36.9969,-88.2757,11,Open Water,109.158,0
1002498,2/17/2022,2/17/2022,855,1800,37.08,-88.63,37.08,-88.75,24,"Developed, High Intensity",113.193,86
1006624,2/17/2022,2/17/2022,1100,1500,37.33,-88.08,37.3303,-88.0988,21,"Developed, Open Space",168.201,11
1002488,2/17/2022,2/17/2022,1200,1600,36.7734,-88.63,36.73,-88.6842,21,"Developed, Open Space",142.365,5
1002500,2/22/2022,2/22/2022,1030,1250,36.71,-88.99,36.7295,-88.9923,82,Cultivated Crops,103.686,0
1016220,3/6/2022,3/6/2022,1820,2020,37.4875,-85.741,37.4835,-85.7422,82,Cultivated Crops,242.511,0
1013335,4/12/2022,4/12/2022,400,1200,36.95,-88.6,37.0203,-88.6481,41,Deciduous Forest,129.146,0
1013337,4/12/2022,4/12/2022,510,1200,36.8337,-88.4422,36.8283,-88.4413,82,Cultivated Crops,125.674,0
1013339,4/13/2022,4/13/2022,1730,1900,37.0221,-88.6351,37.0093,-88.6379,81,Pasture/Hay,130.802,0
1017707,5/6/2022,5/6/2022,1105,1305,37.6865,-82.8328,37.6888,-82.832,41,Deciduous Forest,194.411,0
1017678,5/6/2022,5/6/2022,1300,1500,37.8589,-82.4961,37.8576,-82.4981,41,Deciduous Forest,263.677,0
1031014,5/6/2022,5/6/2022,1540,1940,38.389,-84.302,38.3891,-84.3017,23,"Developed, Medium Intensity",214.572,66
1014503,5/6/2022,5/6/2022,1630,1730,38.5057,-83.9642,38.5142,-83.9584,41,Deciduous Forest,243.252,0
1017717,5/6/2022,5/6/2022,1730,1830,37.56,-83.41,37.5655,-83.4084,41,Deciduous Forest,315.599,0
1017718,5/6/2022,5/6/2022,1743,1945,37.3675,-83.3838,37.403,-83.3777,41,Deciduous Forest,262.1,0
1014504,5/6/2022,5/6/2022,1800,1900,38.4931,-83.7575,38.4895,-83.7753,81,Pasture/Hay,268.321,0
1017721,5/6/2022,5/6/2022,1838,2038,37.5291,-83.4507,37.5261,-83.469,41,Deciduous Forest,359.958,0
1017675,5/6/2022,5/6/2022,1842,1942,37.2772,-84.5702,37.2749,-84.5692,21,"Developed, Open Space",285.397,14
1017712,5/6/2022,5/6/2022,1945,2045,37.7,-83.97,37.7039,-83.9958,81,Pasture/Hay,188.378,0
1068889,5/14/2022,5/14/2022,330,330,38.2137,-83.5409,38.2207,-83.5404,41,Deciduous Forest,274.975,0
1028673,5/14/2022,5/14/2022,1610,1810,38.1925,-84.8947,38.1927,-84.8942,23,"Developed, Medium Intensity",246.124,14
1028059,5/26/2022,5/26/2022,1645,1720,36.6287,-83.7345,36.6271,-83.7353,21,"Developed, Open Space",354.06,10
1028030,5/26/2022,5/26/2022,1700,1720,36.7723,-83.6706,36.7722,-83.6699,23,"Developed, Medium Intensity",312.424,54
1032597,6/25/2022,6/25/2022,1900,2040,38.3028,-83.1743,38.3069,-83.1623,22,"Developed, Low Intensity",257.938,13
1039008,7/2/2022,7/2/2022,1511,1615,37.3505,-87.5257,37.3095,-87.5257,21,"Developed, Open Space",129.829,13
1048041,7/5/2022,7/5/2022,1630,1730,37.1893,-83.8242,37.1897,-83.8238,21,"Developed, Open Space",292.362,5
1048025,7/5/2022,7/5/2022,1645,1730,38.0265,-83.9509,38.0397,-83.9506,81,Pasture/Hay,292.563,0
1048029,7/5/2022,7/5/2022,1803,1930,37.1522,-83.7884,37.1548,-83.7998,41,Deciduous Forest,266.527,0
1039032,7/7/2022,7/7/2022,1638,1750,37.22,-87.05,37.1995,-87.0757,41,Deciduous Forest,137.019,0
1043775,7/8/2022,7/8/2022,1445,1545,37.1028,-85.0401,37.105,-85.0381,41,Deciduous Forest,283.144,0
1039036,7/8/2022,7/9/2022,2329,115,37.2411,-87.52,37.27,-87.5564,81,Pasture/Hay,141.053,0
1029508,7/9/2022,7/10/2022,2200,0,36.6569,-83.6588,36.6566,-83.6603,41,Deciduous Forest,322.53,0
1029509,7/9/2022,7/10/2022,2200,0,36.6456,-83.6388,36.6473,-83.6279,81,Pasture/Hay,340.065,0
1040116,7/17/2022,7/17/2022,1930,2130,37.3821,-82.2571,37.3815,-82.2589,23,"Developed, Medium Intensity",258.883,38
1046294,7/21/2022,7/21/2022,145,345,36.999,-85.9424,37.0211,-85.924,21,"Developed, Open Space",237.157,12
1046295,7/21/2022,7/21/2022,211,411,36.7912,-85.3794,36.8044,-85.3724,41,Deciduous Forest,252.892,0
1046296,7/21/2022,7/21/2022,216,416,36.86,-85.32,36.8563,-85.3298,11,Open Water,164.68,0
1041990,7/26/2022,7/26/2022,955,1215,37.6927,-82.87,37.6935,-82.8491,41,Deciduous Forest,256.549,0
1041991,7/26/2022,7/26/2022,1025,1430,37.5032,-82.0636,37.5028,-82.0675,41,Deciduous Forest,285.489,0
1041992,7/26/2022,7/26/2022,1045,1215,37.6533,-82.5787,37.6547,-82.5797,81,Pasture/Hay,205.624,0
1041993,7/26/2022,7/26/2022,1124,1300,37.7878,-82.9464,37.7833,-82.9558,43,Mixed Forest,269.115,0
1041994,7/26/2022,7/26/2022,1200,1300,37.58,-82.66,37.5857,-82.6573,21,"Developed, Open Space",226.101,4
1041997,7/26/2022,7/26/2022,1200,1300,37.629,-82.5334,37.6264,-82.5234,41,Deciduous Forest,242.132,0
1041995,7/26/2022,7/26/2022,1200,1300,37.6794,-82.5902,37.6841,-82.5995,41,Deciduous Forest,235.249,0
1041999,7/26/2022,7/26/2022,1223,1300,37.6733,-83.024,37.6699,-83.0212,21,"Developed, Open Space",270.261,18
1042000,7/26/2022,7/26/2022,1230,1430,37.5993,-82.6447,37.6004,-82.6473,22,"Developed, Low Intensity",205.893,32
1042001,7/26/2022,7/26/2022,1301,1430,37.6467,-82.7018,37.6394,-82.7055,41,Deciduous Forest,218.636,0
1048103,7/27/2022,7/27/2022,519,519,37.2784,-82.4544,37.2799,-82.4556,71,Grassland/Herbaceous,411.428,0
1048101,7/27/2022,7/27/2022,607,800,37.3379,-82.6458,37.3418,-82.6508,41,Deciduous Forest,411.132,0
1049203,7/27/2022,7/27/2022,2026,2345,37.6498,-83.4741,37.7169,-83.5729,41,Deciduous Forest,358.536,0
1048131,7/27/2022,7/28/2022,2110,600,37.6042,-83.3676,37.5517,-83.33,41,Deciduous Forest,385.239,0
1048109,7/27/2022,7/27/2022,2115,2315,37.6341,-83.7783,37.6358,-83.7806,41,Deciduous Forest,249.632,0
1049118,7/27/2022,7/28/2022,2200,615,37.6901,-82.9364,37.6887,-82.9382,41,Deciduous Forest,288.921,0
1049081,7/27/2022,7/28/2022,2200,600,37.5426,-83.4127,37.5251,-83.4114,41,Deciduous Forest,263.239,0
1049134,7/27/2022,7/28/2022,2200,645,37.3745,-83.678,37.3422,-83.6951,41,Deciduous Forest,262.098,0
1048110,7/27/2022,7/28/2022,2230,30,37.7005,-83.9734,37.7009,-83.9726,24,"Developed, High Intensity",209.083,81
1049130,7/27/2022,7/28/2022,2255,645,37.5208,-83.1052,37.3952,-83.2678,41,Deciduous Forest,355.041,0
1049192,7/27/2022,7/28/2022,2300,715,37.3533,-83.116,37.3694,-83.0925,41,Deciduous Forest,355.982,0
1049145,7/27/2022,7/28/2022,2300,715,37.2949,-83.4758,37.339,-83.2626,43,Mixed Forest,394.551,0
1049184,7/27/2022,7/28/2022,2300,715,37.3177,-83.1543,37.2794,-83.3481,41,Deciduous Forest,327.984,0
